45
55233 646
69912 340
34977 -1813 -
9142 -98730 +
26456 90025 -
25816 31752 -
51335 97974 -
55566 50991 -
36051 99615 +
42514 -43375 +
53952 27263 +
46027 -94906 -
22059 76194 -
59805 37797 +
21388 -76300 -
47652 -36587 -
10987 -37201 +
51078 7035 -
64991 93494 -
4459 -11826 -
67749 -75839 +
53511 41396 +
54897 -51769 -
5441 -12009 +
52273 66786 -
52688 29679 +
28157 -44959 +
20376 -85317 +
38822 -9431 +
46967 -91447 +
28983 -97718 +
30651 -49474 +
38551 58178 -
4418 -16927 -
12436 83731 -
15754 73588 +
34553 -87964 +
16922 -57667 +
20598 -11593 +
38010 8717 +
23049 -28405 -
61333 13317 +
1412 2977 -
27630 91693 +
40070 -70690 -
65284 -76822 -
40918 95066 -
8348 -11541 -
65957 -71068 +
169 -46950 -
31611 79769 +
68241 -39892 -
68242 -55474 +
15618 -30360 +
42298 4099 +
33625 -70104 -
34414 -89353 -
62616 45815 +
15449 -12531 -
1158 10878 -
36482 -40931 +
53468 7802 +
17203 73402 -
1204 -7782 +
6605 32806 +
31591 54198 -
36772 -29439 -
50411 -42990 +
31433 -89607 +
38201 11442 -
48240 -98176 -
67473 -46614 -
44314 57532 -
13277 7597 +
16979 -90727 -
3555 -65054 -
15698 31806 -
21433 35628 -
66543 65890 +
55039 -43352 +
32351 -73796 +
3540 84416 -
58734 -22332 -
23481 19628 -
6536 2127 +
21604 77817 +
43249 -37890 +
50243 36026 +
4128 4589 -
22671 32650 +
5911 66798 -
40204 -69535 -
35220 16864 +
44833 -66790 +
60798 88713 -
54349 -43863 +
31705 19915 -
46781 -41102 +
63587 93249 +
24725 -60041 +
23960 1590 -
18806 33636 -
52204 55425 -
5292 56612 -
46393 39620 +
67485 71751 -
24441 29250 +
60951 -68126 +
49887 -26868 -
44691 98014 +
21072 84124 -
65689 1676 -
60989 -5358 +
57000 -40279 +
4800 -48944 +
44128 -32569 -
2522 51718 -
27896 48879 -
50888 -47075 -
65316 42433 +
31748 39407 -
62610 16964 -
35866 -2459 -
54225 -98369 -
69096 11373 +
45167 26327 -
19888 40577 +
37347 -74607 +
34878 58390 -
28233 80385 +
13806 -19259 -
67902 65665 +
38629 -82535 -
26542 91896 +
19137 -30998 +
5289 -80123 -
41540 88075 -
24095 -25404 -
34238 99842 +
6003 69173 +
68631 79565 +
343 43108 -
12278 -96749 +
30147 -42835 -
5832 14307 -
1912 -59662 -
46977 74894 +
10458 71609 -
53569 -80864 +
47830 42237 +
8724 -98280 -
26325 -31347 +
17573 8116 +
30924 87496 +
1271 -76119 +
67304 -46276 +
50896 88865 +
21434 17865 +
46705 15282 +
45269 42460 +
27273 -99993 -
57096 -22239 +
48004 53446 +
61549 -88761 +
41381 -47653 -
67448 -23716 -
59519 -32596 -
33729 51361 +
68510 20375 -
25707 7006 +
31037 -74721 +
18242 36668 -
47531 40783 +
67875 -14903 +
46419 -64496 -
50554 -84717 -
27265 45851 -
53637 -74995 +
31191 -54119 -
25959 11345 -
60884 56919 +
27829 -93135 -
42041 47970 +
44766 909 -
3477 64595 -
12150 -69340 +
9330 88905 +
22614 7715 -
65255 -17736 +
1212 -47703 -
63228 87451 +
42663 61824 +
24757 -96366 +
28916 -38797 -
4124 -89739 +
11496 -92747 -
32168 15518 +
28426 -80509 -
68862 36939 +
67837 94286 +
29595 71090 -
19138 -1903 +
43000 48103 +
6115 92398 +
534 -3420 -
35641 36151 -
18175 -16765 -
10710 -3471 -
44782 -75465 -
48583 55994 -
56484 64343 +
6904 -78107 +
62800 -42752 +
32088 -57761 -
1259 -22608 +
64940 -12759 -
39211 -79504 +
43486 69352 -
41384 -65520 -
62884 679 -
26249 -24889 -
491 7225 +
55920 89956 -
53270 -9889 -
36218 -78278 -
50097 -66968 -
8791 -7185 -
55714 -46846 -
62026 -31504 -
9130 -61037 -
45549 38741 -
8995 -69953 +
20916 -32344 +
30527 30078 -
451 -54020 +
56783 13437 -
51230 85761 -
11192 65750 -
35502 72480 -
53282 87806 +
19126 -77398 +
24194 -22942 +
27166 -75223 +
35493 7171 -
27491 54627 +
19904 66123 +
10421 -33508 -
25989 5179 +
26643 3022 +
53913 91955 -
10441 -54776 -
25223 -85593 +
39306 -58669 -
55280 82946 -
24923 54671 -
52196 5224 -
48910 -97120 -
40251 73665 -
16472 60186 -
179 64155 +
32213 -58704 +
22384 69939 +
16073 99569 +
61725 -50500 -
28237 -68767 +
7454 -82794 +
47856 52105 -
20286 89591 -
57783 -22926 -
54056 66417 +
25034 57977 +
64150 -68028 +
34382 85644 +
53348 39480 -
55103 87675 -
64645 -46372 +
67233 18534 -
28073 57988 +
27668 -67462 +
33663 -55205 -
27343 -98071 +
50517 -24978 +
38515 21540 +
65827 19381 +
46234 -52465 -
62410 -53689 +
15573 -98951 -
15850 17298 -
16227 -60737 -
22809 -851 +
15769 -69931 -
62647 -2476 -
69074 -45515 -
66036 -41394 +
30088 -61241 -
13206 88982 -
50655 5827 +
33617 57826 +
20643 -19276 +
44289 21306 -
23107 -98905 -
29628 50347 -
25937 90461 +
30161 75256 +
22089 22152 +
36689 15546 -
28121 -55141 +
57482 -95962 +
31859 71068 +
573 33748 -
4951 49683 -
18532 89491 -
63324 -77155 -
62715 -14191 -
66477 17567 +
10410 78143 +
65838 85341 -
6432 37738 -
61000 83308 -
65746 -60529 -
67964 42541 +
55021 80801 +
32236 30555 -
25272 88237 -
1483 -81141 +
1881 60587 +
16822 65595 +
18467 53088 -
68461 -96945 +
1764 84125 +
16125 94446 -
37193 -13597 +
29894 2366 -
61005 98783 +
65522 76008 +
13983 63825 -
48031 -18955 +
39712 48586 -
18813 35346 -
32348 22589 +
12536 15910 -
26390 -25635 -
1949 303
1082 96618 +
1147 -53200 +
1122 21635 +
892 33976 +
1274 36273 +
1698 -66793 +
45 49854 -
840 -49173 -
1037 -92397 +
352 42772 -
1891 86019 -
1491 -16829 +
719 22541 -
1125 69765 +
1919 -57509 +
613 -29904 +
1727 -55802 -
889 31687 -
791 -90289 +
1015 -12579 -
452 92618 +
1562 -1533 +
227 -71775 +
195 -40879 +
1655 -59179 +
1210 -15864 -
1474 89504 +
1574 -48204 -
1332 17173 +
156 33139 +
1674 78973 -
65 78021 +
1005 53066 +
67 -56512 -
1725 39502 -
1826 69856 -
551 97258 -
1199 -5597 -
916 -85411 -
492 -8101 -
1153 31143 +
757 59727 -
486 70398 +
1071 54210 +
1876 7129 -
362 99261 -
1506 17981 -
69 -95523 -
381 -35883 +
317 -80621 -
1632 88142 -
1787 -22471 +
315 40888 -
8 39511 +
127 9809 +
1464 99340 +
1464 22143 -
154 -21265 +
1549 82410 -
1643 16721 +
340 41412 -
1708 -10622 -
1411 -24183 -
489 -6558 +
1703 -37850 +
922 38833 -
508 59379 -
578 -93816 -
995 61726 +
712 -3969 -
958 -91322 -
1675 12028 -
1791 -70966 +
791 30914 -
1697 23881 -
1557 7792 +
1435 71249 -
1665 62902 -
1798 71582 -
449 57657 -
855 68664 -
917 -53818 -
1868 -64119 +
586 8085 +
1255 -19436 -
1056 -99784 -
358 -14427 +
1471 -98068 -
1357 -27632 -
1024 45676 -
357 -97971 -
585 25511 -
1585 91173 -
1737 -55049 +
978 27021 +
736 -35895 +
1256 -79186 +
1084 -84835 +
1885 89477 -
437 -62274 -
1187 -97958 -
871 -72031 +
899 -52528 +
1442 53789 -
503 27878 +
316 -85740 -
1541 12395 +
1389 64643 -
1566 -46982 -
940 -32790 +
1606 53595 +
646 -55661 -
1609 -93198 -
950 -8546 +
683 -16920 +
1427 -39078 +
1337 8242 -
741 -69703 -
213 94237 +
1784 40601 -
873 4338 -
298 -75759 -
1834 50532 +
588 -46297 +
273 -34733 -
884 -37502 -
1894 80958 +
213 -79904 -
664 64567 -
1497 -34799 +
300 74928 -
706 65724 -
837 29009 -
1047 65331 +
977 89084 +
1631 27099 +
972 -28581 +
641 -75951 +
390 31996 -
260 78479 -
63 957 -
562 -78313 -
731 2499 -
738 -25233 +
342 48187 -
225 -64166 -
1492 -91035 -
641 -9075 +
1159 77175 -
1689 -83152 -
1931 32927 -
728 5799 -
868 -88090 -
1380 -87849 +
28 99677 +
593 -71277 +
1427 19985 +
1551 -59676 -
1927 -27794 +
157 45015 -
1448 -30731 -
1357 -46513 +
1837 55260 -
1940 72183 -
1330 69544 +
1483 -94397 -
1811 -39660 +
1565 48810 -
613 85069 -
1271 -94675 +
1664 37258 -
848 12345 -
772 68203 -
871 22950 +
1903 76309 +
285 -4977 +
286 -78755 +
689 43527 -
1552 44949 +
1690 -27853 +
1789 60279 -
284 -84759 -
408 3358 -
399 -84711 -
1221 76196 -
1382 -74760 +
787 -38782 -
1466 -36491 -
298 -3385 -
1789 -66564 +
452 -22700 -
263 38519 +
1222 69664 -
139 75042 +
300 55157 +
787 57417 -
365 67143 -
184 -87727 +
1923 6103 -
755 -8697 -
1829 -48671 -
273 49362 -
923 -14852 -
1105 68532 +
611 -77766 +
1382 47154 -
304 -89305 -
994 68570 +
1313 -79096 -
79 83625 -
1625 -48380 +
1776 89866 +
1374 -34175 +
1343 -43539 +
292 37041 -
385 -15027 -
825 -23189 -
3 77202 -
618 88892 +
775 82430 +
848 -79374 +
101 -23252 +
684 -2305 -
656 -77982 -
1456 -80888 -
361 -20615 +
1509 56820 -
823 -3476 -
452 44844 -
1481 -70680 +
1661 -69760 +
773 -78147 -
1293 37425 -
1139 -79758 -
54 41704 -
1921 -21071 +
1115 -47093 +
1861 41984 -
602 5921 +
484 38590 -
180 -57490 -
1767 -96171 -
1607 1544 +
1463 12635 -
1586 83357 -
1578 -45063 +
260 6979 +
379 -67296 +
830 -4659 -
1033 -31009 -
502 -39771 +
1862 97546 +
186 -86930 +
195 2440 -
1817 -83416 -
1163 61978 -
1594 6844 -
794 -44770 -
1141 -2549 -
931 -21049 +
780 -94031 -
33 49633 -
1820 -61051 +
11 10161 -
1010 -40900 -
1754 22921 -
1406 38099 +
1851 -62995 -
1352 48275 -
1670 -51419 +
140 -37558 +
1659 -96220 +
1847 8434 -
587 42896 +
629 -22381 -
623 17075 +
606 -73763 +
896 70305 -
377 -84697 -
1544 63842 -
643 -53860 -
1422 34328 -
1171 20531 -
1406 -40777 +
40 -53726 -
696 13292 -
1460 6561 -
1438 -7338 +
232 49350 -
1774 3995 -
601 91882 -
624 28408 -
11 -79805 +
589 -11237 +
1874 -44264 -
1002 32846 +
1002 71222 +
198 -94854 -
96 -90227 -
130 44063 -
734 52556 -
526 -64839 -
71 27051 +
36832 65
321 -35456 +
35244 -41183 -
17069 29133 +
2177 -68788 -
11349 67473 +
3400 -48116 +
12910 50649 +
22509 6682 -
30089 68565 -
5708 10268 +
29157 24372 +
14455 61910 -
6849 51040 -
14785 3153 +
17614 -28376 -
28948 -96920 -
9976 44792 -
26799 59006 -
15409 40064 -
5836 5444 -
29648 67398 -
21563 -9739 -
3388 16270 +
4221 -69156 +
8793 -92978 +
14555 -95414 -
5692 9273 +
14961 -51593 +
5464 -22807 +
27368 66422 +
3566 -64924 +
1391 8041 -
32919 -47791 -
16808 95796 +
7529 -71757 -
36108 48078 +
8156 -58056 -
32899 51514 -
18555 -97648 +
1820 -44900 -
28366 74434 +
27803 24529 +
8771 20412 -
11803 -88702 -
26601 -87422 -
31489 -76520 +
32915 51738 +
9649 -63656 -
33555 -19350 -
22755 -86381 +
36111 30269 -
32314 66565 -
20851 -21701 -
6907 77833 -
27852 -63499 +
4110 -31985 +
27862 -26723 -
5809 -53820 -
23945 99983 +
24451 11472 -
28278 82956 -
25433 -21515 -
16503 -69335 -
8475 -33913 -
6599 -39182 +
22263 569
8310 80297 +
8078 -27319 +
16728 -18389 -
17985 -46109 +
985 -91989 +
10927 86506 +
534 7831 -
19113 -48241 +
16367 -42493 +
653 -50591 -
6078 -87157 -
13857 -21197 +
417 12625 -
977 -94291 +
19272 -63595 +
13214 -30160 -
3176 50455 +
12441 -32557 -
14343 41086 +
18200 22864 -
15604 -25430 +
17843 18043 -
2850 94720 -
4678 -97990 -
17537 90697 +
11183 -62200 -
11226 58683 -
7624 -59475 +
1393 86847 +
16960 22102 +
16706 66908 +
16328 -76272 -
17335 -64870 +
2261 90867 +
6212 42696 -
12484 86411 +
18170 33924 +
6673 -3234 -
16243 78056 +
14262 45720 +
14589 -80557 +
3013 25299 +
3030 18041 -
17010 10477 -
5776 -42315 -
2581 -4037 +
14092 -70459 +
670 -75596 -
2111 -43615 -
20111 -95189 +
19475 -95308 -
9089 -92629 -
8471 -96840 -
21092 34868 +
1303 85814 -
11486 -7311 -
20649 57164 +
16000 3992 +
10868 55134 +
21879 71784 -
8889 -67654 +
21970 98333 -
14081 -96844 -
197 77372 +
17874 37877 +
381 31500 -
7512 -7034 +
9899 -89589 -
13504 76361 -
7436 -61417 +
17667 -96370 +
13175 41122 -
18721 65346 +
5141 -32792 +
19298 11516 -
4468 21385 +
2868 -2621 -
3825 -34341 -
15885 -65277 -
21937 33673 -
19448 2051 -
20938 -26230 -
21470 88885 +
8570 44595 -
12239 43248 -
20922 36875 -
10376 43800 +
13293 93967 -
11480 -89499 +
18556 9613 +
9953 -92223 -
12853 8913 -
9091 61390 +
3422 -13120 -
1625 -74263 +
19674 95866 -
3815 -48781 -
21988 -45405 -
686 -28693 -
13155 -94254 +
17436 58243 -
2677 18798 +
15315 43663 -
18035 -96766 +
2530 -43003 +
5992 98755 -
16550 -55927 -
1264 -71221 -
2634 96590 -
6679 -39849 -
20891 20231 +
6158 16658 -
18821 13500 -
2183 -73390 +
7130 -79775 +
4656 -79577 +
21065 -67874 +
15827 -55408 +
6721 3212 -
7326 -71830 +
20990 -75108 +
17353 54047 +
13570 35083 -
2294 92392 -
21930 65395 +
15539 -41505 -
646 7687 +
535 48844 -
13934 -93675 -
16830 -55313 -
9513 -8430 -
12409 -32707 +
20560 -12357 -
1918 -13752 +
15402 -84325 -
21470 50201 -
1161 -25338 -
1432 97764 -
17269 -3874 -
21572 -42910 +
1561 -25188 -
12289 36153 +
899 -86799 -
13788 -15622 -
14981 -44426 +
10026 71630 +
1860 -8787 +
14789 -74942 +
11503 61910 +
12890 -1240 +
3018 -48138 -
15117 79730 -
10658 51105 +
15131 23641 -
20858 4852 +
18888 719 -
15354 -71880 -
8198 20966 -
1659 -26792 +
11134 -67502 -
14672 16475 +
5141 8381 +
14758 58552 -
18221 -27390 +
10979 -48925 -
17201 -52675 -
17486 -84261 -
21147 -85753 -
18832 -5850 -
12509 -60007 +
10417 -6791 +
16621 22148 +
8555 -56909 +
16082 -36102 -
16963 97769 +
4165 82509 +
2651 75691 +
15698 -20962 +
17173 -51835 +
11906 42502 +
15649 36752 +
2802 20105 +
2893 -14647 -
14643 -44519 -
7043 -69850 +
18221 -80578 +
2374 -23265 +
5252 -89484 +
17824 91629 +
12761 -41074 +
21709 -27422 +
15593 91561 -
21128 76134 +
8309 -68483 -
2489 -82624 -
12687 42436 -
4510 97912 -
3133 87774 -
14793 -48377 +
19831 -71458 +
19647 25328 -
409 -7169 -
11360 -31056 +
6369 15082 -
895 4542 +
704 -1564 -
17273 97777 +
21362 19511 -
12341 -26911 -
873 -44580 -
7846 -24398 +
2986 -37019 +
14063 -85848 +
21837 37466 +
16585 92537 +
4939 90669 -
3934 1804 +
2655 -69866 +
11836 46373 +
3991 76723 -
6544 -85911 +
10763 59000 -
4142 -43855 +
14319 -51031 +
6510 -94804 +
12446 96911 +
16138 -44826 +
520 36076 +
5029 27389 -
18308 -33578 -
7372 -70021 +
1363 30312 -
9603 30183 -
1383 -37190 +
12295 62430 -
19978 -62511 +
3034 21903 +
15021 65830 -
8649 8987 -
4546 -6182 -
4967 -56237 +
20766 74598 +
16775 19598 +
11982 -69218 +
19840 40505 -
15140 42897 +
14773 -12367 -
14317 9677 +
936 81412 +
8407 -45908 +
11424 91465 +
5301 50297 -
5304 -92916 +
789 -95810 +
13745 52523 -
10558 -74465 -
14523 -96005 +
724 -69942 -
13445 70244 +
22100 20070 +
13882 -2341 -
14265 41812 +
21813 -70019 -
13174 8447 -
13101 71136 +
20918 -54985 +
2378 -52374 +
4782 39932 -
5091 5730 -
14836 19796 +
7015 -58289 +
10526 43912 -
1139 74528 -
9833 11189 -
13233 -35633 -
1143 -49967 -
16257 -49696 +
7345 -79537 +
21292 -57087 -
5295 24424 -
627 73487 -
5210 -90901 -
2181 -73188 -
16483 -64913 +
19542 -28975 +
18984 -79807 +
12793 18206 +
1299 -9576 +
11125 68156 +
19662 -14777 -
21459 -90833 -
3568 67147 +
21661 -27365 +
7687 90460 -
11253 54140 +
18931 58107 +
19162 -4401 -
4997 -47750 +
1250 84125 +
14360 -69694 +
11867 12695 -
20713 44617 +
14938 86910 +
5805 94814 -
10639 -59972 +
16250 67512 -
11858 90310 -
17654 20529 +
14686 11603 -
3442 -50596 -
21300 42719 +
5080 -78983 +
21031 -59199 -
6059 -72036 -
2797 -50435 +
5716 -34496 -
17226 94349 +
6916 80210 +
3395 89317 +
16095 -11686 -
21825 38004 -
18482 -86403 +
19097 -50169 -
15344 5909 +
12294 70332 -
2930 -2625 +
5338 89472 +
17394 10828 -
18440 -28248 -
17945 -25815 -
22095 70267 +
21749 13665 -
9226 37873 -
5164 -96585 -
6426 92210 -
16939 12622 +
17236 -12805 -
22099 -7798 -
12527 -1020 +
19277 -55913 -
20826 29922 +
18593 -12592 +
16177 80896 +
3174 56657 -
17185 -72803 -
16836 -93304 +
10700 48754 -
229 -53653 -
3098 38756 +
1086 -16719 -
16453 49463 +
6038 38888 +
4693 10146 -
20862 -43919 +
8682 -60383 +
10595 62046 -
14995 60534 -
18586 -53685 -
13353 9814 -
6276 -85571 -
16362 -28072 +
19633 -99882 -
6341 77344 -
20000 25124 +
6230 79913 +
19739 -6357 -
21482 75947 +
14743 -11517 +
5842 -67534 +
8439 -81459 +
16706 1064 -
6375 49601 +
6318 -95586 -
8497 -64807 +
17610 11791 +
10943 6844 +
9080 62516 -
6991 -94600 +
15073 -32066 -
9720 98561 +
7291 50946 +
16444 23595 -
1962 61340 -
10072 96691 -
10409 -96912 +
6574 -61082 -
18271 36681 -
8734 -80209 +
12424 -83274 -
10835 99921 +
9107 -94169 -
14603 97204 -
14105 76888 -
7312 -54522 +
5263 -36418 +
16277 81986 +
3094 -80040 -
18156 22272 -
10885 -27049 -
6195 86214 +
4084 -46909 -
14516 -90742 +
20961 -48980 +
17956 34030 -
6061 55675 -
3434 -6820 +
5597 84747 -
334 -67755 +
22121 -60635 +
15128 91442 +
12954 10174 +
11616 98600 +
18110 75346 +
2539 39960 -
9270 4798 -
13726 90109 -
2086 -26547 +
19736 15125 -
17067 -97252 +
15398 74765 -
1754 -88572 +
736 83974 +
3085 -69122 +
11818 57890 -
12481 64027 +
18621 -69346 -
20567 -34986 -
19048 91250 -
2462 -3446 -
14067 -11374 -
7159 12674 +
15209 -96542 -
10334 26490 +
2745 -20480 -
14254 -20487 -
7082 -11641 -
19728 -41738 -
18426 -75170 +
13944 -57410 -
11532 -80592 +
16649 20312 +
22262 -717 -
14556 1240 -
15058 -70094 -
8383 28952 -
18555 93600 +
6748 61057 +
20095 -6684 +
15998 28068 -
2281 55118 +
15917 -16908 +
18050 88949 -
6629 -58176 -
22015 -64587 -
3556 18605 +
6146 -81928 +
17330 -55863 +
10323 -13459 -
8935 -62986 -
3958 -40633 -
11076 57964 +
10500 65072 +
22241 -37444 +
15414 -72915 +
19843 -85874 -
11006 24464 +
5898 58150 +
10193 73405 +
18241 71410 +
7579 -4231 +
15502 -17532 -
4800 45360 +
15383 -15547 -
3167 -42614 +
18073 -92219 -
6836 7915 +
18202 -61699 +
15729 46088 -
4367 37629 -
18195 37388 +
15225 42265 -
1342 -61083 +
14576 2654 -
5648 -5559 +
8726 -43280 +
21414 -60098 +
22021 22550 -
12101 99962 -
5521 -97451 -
6864 -94817 +
11886 22000 +
900 -45519 -
13322 33441 +
7522 -96706 -
7011 -2800 -
19513 81480 +
9702 -7567 +
17894 -90748 -
19786 41976 -
17135 90706 -
13933 27609 +
4996 50320 -
1474 14612 +
9885 6831 +
11971 59832 -
8395 61247 -
17819 -47023 -
16896 -61661 +
4863 -46250 -
13842 -37848 +
19465 -6415 -
14138 33581 +
18292 -49546 +
20910 -11880 +
7278 -37608 -
15080 44768 +
64 -4261 -
639 71062 +
6445 -85239 +
17712 -57512 +
10519 16656 +
13072 -14431 -
6198 74098 -
5338 93866 +
12775 -26296 -
8184 -458 +
10350 30767 -
538 69286 -
10996 -33021 +
19731 -51295 +
9235 -83623 +
7504 49837 +
5349 -96376 -
6919 96957 -
1210 -87909 +
6720 -71367 -
21930 28871 -
18464 -53720 -
12295 -21325 -
16461 -59107 -
10211 -73663 +
6828 -71332 +
15536 7749 +
10690 8228 -
17230 35483 -
11549 58209 +
5801 30461 +
7910 57550 -
2821 -13620 +
14888 -68358 +
6972 57286 -
16427 60115 +
4897 50794 +
18752 -70570 -
11646 -50828 -
20438 72217 -
6259 -1924 +
15088 -18822 +
14759 57604 -
20122 51178 +
17271 -99280 -
6338 -45557 -
9541 -56735 -
20369 61905 -
18874 -18101 +
6558 -86273 +
3294 60298 +
16709 70940 +
3896 -41102 +
45812 505
15774 19818 +
3680 -23795 +
16072 -61808 -
19353 18797 -
2504 7633 -
18148 40701 +
34591 -89293 -
43157 -78689 +
23906 76648 -
12540 -94345 -
15696 -39164 -
10225 52503 +
23800 -64919 +
20171 69193 -
10783 36126 -
28229 -62416 +
41295 -66223 +
33050 -32561 +
24167 53319 -
29312 70255 +
43298 -66704 +
45720 23330 -
22013 -67470 -
34553 -57132 -
24334 2697 -
39562 -3940 +
11116 76834 +
43595 -87243 +
12778 -30384 -
23427 -25754 -
16117 -68439 +
10613 31370 -
37651 14106 -
25339 -59364 -
7807 77330 -
45338 -63208 +
45431 49985 +
16110 -40022 +
25221 -77443 -
42965 -14800 +
4736 69331 +
14565 90320 +
15919 -42411 -
24394 -65449 -
41266 34829 -
3021 -64371 -
34902 -461 -
31139 92458 -
27786 2475 +
21631 -13829 +
15181 -39562 -
41758 78089 -
6663 66196 +
13003 -16385 +
6976 -99966 +
21810 -18684 -
5756 -43915 +
37546 67640 -
7670 61181 +
31288 -12557 -
27904 -61012 -
29152 42962 -
30872 88930 +
34378 71478 -
42497 -66545 +
32060 73565 -
18294 53802 -
23290 -4784 +
14654 -74739 -
14813 93126 +
5797 -76365 +
33958 33642 -
7043 41144 +
44049 -77099 -
10539 -90868 -
32215 -94504 +
36762 73726 -
25341 29317 -
28758 13964 +
24476 92060 -
13036 23170 -
35184 -4922 -
33695 -50531 -
30989 -3511 +
11100 -29775 -
9415 -58130 -
20871 -85465 +
34013 17156 -
42735 -67043 -
42677 -76578 +
42666 -89716 -
26063 56436 +
35621 33590 -
35591 17055 -
43486 59527 +
29527 9949 -
879 -59968 -
11980 -7758 +
17648 -94797 -
27271 9022 -
40448 -55442 -
26103 -50317 +
8638 43254 -
31937 22185 -
12455 -61430 -
41261 -67238 -
25188 85875 +
43083 -77358 +
34822 24683 +
28230 -82576 -
11166 -43095 +
33746 -17081 -
9493 73105 -
32957 -99621 -
2344 15148 +
43116 -36222 -
7654 95488 +
37587 85325 -
7866 -80266 -
18687 -12569 -
23654 32954 -
37056 -4369 -
24794 -96337 +
17373 22456 +
1389 86505 -
38273 -22715 +
42366 -89017 -
30790 -36284 -
35001 35996 +
19233 -93596 +
40799 -50704 +
12288 -57937 +
32444 64007 +
42800 18418 +
10539 20100 -
14993 5199 -
36690 78686 +
31566 -30013 -
33688 -22884 +
39834 79500 +
17163 33919 +
25646 -53837 +
28205 28298 +
8311 -74564 +
18687 -30344 +
28703 90423 -
16041 -78107 -
89 -36017 -
44684 88996 -
29440 -49798 -
4025 99522 -
45770 4007 -
9091 -9083 -
17746 92897 +
22057 -48669 -
36877 -18470 -
45417 85384 +
45418 28287 -
25950 7025 -
27663 -99395 +
28815 9949 -
19761 15729 -
10010 80050 -
33618 -44922 +
27936 55125 +
37543 93276 -
33312 57073 -
15781 -19688 +
10563 41321 +
41175 87365 +
8716 -79965 +
19290 -59389 -
32020 70026 +
13525 -73953 +
11434 66209 +
33434 -970 +
22505 -24520 -
6631 -6881 +
45035 80198 +
24436 -77784 +
26833 82842 -
15935 -53568 -
27451 -82118 -
8809 41119 +
20557 -46909 -
20134 -27426 -
22377 -41113 -
33769 -57474 -
28995 77948 -
41027 -62507 +
45409 -66335 +
27356 -23005 -
26455 90178 +
20640 -26204 -
29911 87305 -
8760 -56244 +
45390 -77894 +
29927 85385 +
11999 -5404 -
22322 85131 -
27298 -86694 +
35545 72322 +
24224 -70099 +
24181 3137 +
43038 49911 -
42431 10393 -
11393 66178 +
29270 -44505 +
40303 92030 -
9777 52333 -
12179 26503 +
38341 -38635 -
15434 -86112 -
34581 57617 -
20994 -3565 -
20292 -92990 +
43299 40782 -
19827 -63653 +
25924 24247 -
37636 -47159 +
14730 -38879 +
23625 16376 +
6904 -34736 +
37988 -10969 -
19063 70084 -
32974 -20131 -
7720 -3369 -
9439 -3171 +
6213 64617 -
41483 2449 -
23882 94808 -
35756 37735 +
19014 -770 +
41982 6540 +
38401 -56917 +
5744 57780 -
10520 72587 -
14289 -7689 -
40979 88551 +
2065 11446 -
39663 42592 +
1667 51893 +
1173 76820 -
24568 87547 +
14003 -83865 +
41557 64548 +
27915 6452 -
14776 -73207 +
4933 -98469 -
28577 -18573 +
4349 -9591 -
43571 -86085 +
20956 80900 -
31457 9267 +
29605 69832 -
22071 -49656 -
4327 22556 +
34809 -36943 +
5026 76036 +
28001 15494 +
15759 10627 -
31851 -23573 -
38030 3937 -
7240 -69478 -
38221 65473 -
32803 -50615 +
15614 -40991 +
19837 -11923 +
36095 42324 +
32326 -90289 -
42194 -66596 -
11123 -30917 +
26120 62153 +
10313 -22701 -
37864 -77895 +
3002 -57261 +
14223 -27794 +
22253 -21638 -
1759 1688 +
18451 30630 -
40852 17452 +
5618 -30650 +
17013 35902 +
18332 40501 +
43530 -91196 +
36601 -15448 -
9101 -21239 +
22910 -28363 +
3072 -41177 -
21059 73277 -
29937 -91305 +
8616 89913 +
7890 2741 -
45408 -85705 -
9452 36479 +
17598 95822 -
33672 -90599 -
24711 60788 -
725 -49962 -
10834 54916 +
25904 -61468 +
6022 93382 +
4310 -57665 -
34227 44072 +
10404 -66952 +
26710 44382 +
6775 99852 +
13799 -11505 -
35118 34369 +
27870 17620 -
7655 -39359 +
36066 -57047 -
44798 95646 +
28320 -55 -
14829 2319 -
35365 3977 -
45717 10108 +
9212 -45113 -
10560 94360 -
7435 11915 -
29151 31279 +
3714 38059 -
8280 -70892 -
29006 30249 -
3808 45183 +
456 62455 -
34170 -19982 +
16147 -50275 +
32532 -66128 +
23221 -51104 -
39717 88779 +
31784 -9629 +
4505 -82389 +
20804 1422 +
9723 30756 +
35936 50762 +
31295 -66736 +
35713 -57499 +
7448 12873 -
5424 4956 -
5287 2131 +
33286 2118 +
27619 -55985 +
35092 74508 +
9474 53614 +
36676 -45131 +
45161 52280 -
43506 -58072 +
33183 -29757 +
33728 82807 +
31055 -88266 -
16131 80309 -
13182 75914 +
14930 -57789 +
28843 85065 -
6731 14208 -
40789 1939 +
5871 27970 +
20942 -36372 +
38724 -43519 -
26615 -84169 -
43024 -39775 +
39180 33780 -
42537 47546 -
27931 65891 +
38262 56449 +
25712 75024 +
32129 -4122 -
9354 84232 -
45524 15597 -
28386 -28797 +
2921 -92132 -
2751 -64709 +
36698 -3427 +
24605 1941 +
42429 35088 +
43383 -97117 +
14477 4356 +
14729 91488 -
11519 84207 -
2931 -93596 -
4748 -39635 -
12641 92999 -
42326 83704 -
31438 -21722 +
6497 38541 -
8062 -12706 -
45559 67040 -
26578 -64765 +
8040 88489 +
18785 -47237 -
