49
87197 365
44309 8161 -
52961 64516 -
18824 -32962 -
3397 -77258 -
5851 78365 +
54771 -69428 -
46972 65391 -
3726 93612 -
34270 97086 +
44376 42691 +
29384 -30898 -
44838 34112 +
17017 85647 -
39871 -23796 +
6400 -82135 -
27455 57327 -
6115 68126 +
27111 17772 +
46785 -30884 +
54601 -24218 +
54482 13057 -
10277 52794 +
8905 62517 -
53513 -41226 +
13281 -56153 -
1328 86954 +
58134 -34134 +
14704 -62968 -
3144 24428 +
8853 -97293 +
37969 -88611 +
55345 47876 -
56149 -27977 +
57874 -30936 -
6706 42360 +
46936 -7114 -
11014 -76706 +
38967 -6734 +
49056 71637 -
15883 -99615 +
13289 2997 -
14981 -71014 -
38395 8650 -
21859 -78378 -
96958 984
13567 -28048 +
5650 47093 +
6186 -86375 -
26703 -94186 +
92746 94482 -
71136 -34182 +
26782 -70930 -
95925 -79554 -
34264 -22694 -
57302 45665 +
4301 -52397 +
64033 -75119 -
82356 96539 +
16497 99913 -
87934 -2553 -
37218 -39627 +
42448 -17267 +
17731 -34078 +
48351 54497 -
21502 23316 +
37625 78869 +
93075 -11049 +
67896 -92380 -
41209 -18198 +
69458 9360 -
44818 -10625 -
83351 92691 +
73174 -2918 -
9998 14743 +
9125 77369 -
96532 -32278 -
9448 28381 -
47311 4515 -
89880 19166 -
2270 67175 -
68505 -94903 -
14817 -14624 +
7893 28775 +
35386 9173 -
71403 10642 -
81200 -12183 -
89971 -6789 +
61850 -18334 -
90855 -43270 -
96243 72980 -
11928 30893 -
8131 69124 -
78975 34005 -
12596 -3711 -
95630 -59454 -
70553 52747 +
54497 27223 +
40649 -27947 +
26551 72964 +
94368 -84823 -
13007 -95194 +
34350 53746 -
4846 -23498 -
86363 -74592 -
58542 81507 -
44454 -34709 -
71303 67182 -
90573 -68197 -
26578 80138 -
65415 59538 -
80991 15860 -
32746 -79137 -
22764 44342 +
59519 19548 -
40604 57285 -
86749 51765 -
47556 -82613 +
86870 -84799 -
88126 -7147 -
74174 52419 +
51649 14785 +
45398 77946 +
4387 -17915 -
1055 92449 +
7893 -70489 +
49379 56993 -
7627 58648 +
92440 70208 +
67322 46168 +
2225 -64703 +
90811 83949 +
3075 38216 -
82860 -24132 +
10965 8466 -
79353 -24230 +
76609 -69190 -
31889 8553 -
15753 68298 +
80416 83672 -
33373 -70261 +
6328 60666 -
49633 65329 -
12048 42794 -
58813 59647 -
49157 -71726 +
86679 37669 +
22295 -31793 -
28824 91099 +
24054 -88734 +
91768 -98747 +
38745 22556 -
89207 81680 +
56332 -18801 -
29498 -26356 +
62274 -2355 +
38273 53133 +
48615 35043 -
75186 17234 +
36296 79553 +
3763 -81958 -
14189 77719 +
6948 24826 -
77820 -92749 -
830 91567 -
68070 32061 -
14777 27756 -
74269 86316 +
89880 -60360 -
50272 10174 +
10688 -14076 -
46475 -98319 -
59121 36985 -
48420 72886 -
70341 -32251 +
59251 61818 +
55448 -54683 +
28640 -83325 +
9099 -51441 +
8342 45341 -
70176 33610 +
17688 35238 -
20684 -28389 -
42645 11049 +
55248 -65070 -
18961 34672 +
20875 -61854 -
74660 -36625 +
92728 -63497 +
76033 94032 +
5473 56734 +
54624 -50045 -
88067 41251 +
79668 99718 +
34104 7767 -
35373 -62397 -
58248 41246 +
10490 58980 +
4787 65021 -
29472 -18080 -
52286 38237 +
43922 -64344 +
65348 -61359 -
83194 37746 -
18879 17905 +
39938 -24748 +
40398 -4498 +
72949 -8798 +
91403 3641 +
6897 -70779 +
62225 86224 +
17803 -26685 +
10457 78099 -
50769 -57434 -
67984 -22498 -
54326 9623 -
87898 -91193 -
45700 -2556 -
59038 81045 -
28894 96530 -
87471 -77521 -
35637 -30574 -
4996 43803 +
62797 -5905 -
29893 93613 +
59170 85595 +
39094 -19352 +
11197 25469 +
49561 -21351 -
42066 90827 -
48841 53664 -
93637 30642 -
20503 1658 -
76358 84269 -
15902 72008 -
66339 -41113 -
7144 -63411 +
22196 18192 -
90106 15647 -
63105 -92581 +
24864 99505 -
64080 -57522 +
54294 37521 -
79012 -72560 -
57399 -78210 +
67980 41084 -
67550 -63033 +
61660 27547 +
63254 23470 +
71547 -24496 +
76196 -77107 -
62169 -26371 -
92031 92355 +
12369 -22254 -
91140 -27527 +
67380 -34167 -
50716 -32527 -
94117 -13665 -
11581 19080 -
9798 25492 -
47667 50675 -
44550 1758 -
85031 85266 -
89259 -31984 +
53150 47350 -
49170 22015 +
60499 59321 +
76218 15378 -
29064 -79661 +
71368 54012 -
9150 72665 +
54514 -69117 -
63607 -81574 -
22691 -13791 +
72086 65477 -
72406 58877 +
54619 -59399 -
17317 -82869 -
83647 -51434 -
3008 -86582 -
57159 90502 -
87541 -26638 +
80455 -76415 -
6314 46445 +
60865 81906 -
87768 54016 -
38956 -33016 -
81932 -72146 -
6138 -2092 -
41435 68571 -
45726 94018 -
39769 1897 -
57172 -98463 -
36477 -80010 -
93390 45883 +
90320 82615 +
37518 -53895 +
40302 55915 +
13293 -26188 +
54385 53302 -
10251 -90210 -
14437 -36926 -
36071 20732 +
29783 79088 +
29676 9520 -
87828 54004 -
5540 72282 -
24405 96934 -
36933 99587 -
82167 54009 -
91881 -84692 +
53734 -30939 -
76375 -79711 -
34582 91225 -
88335 55377 -
80324 40064 -
19323 -64336 +
17363 -71577 -
36141 18460 -
96530 -65911 -
71989 38525 -
50599 47166 +
90240 -54941 +
12559 25002 -
65490 -41215 +
19519 -18631 -
10243 49915 -
952 7859 +
49918 -854 +
91000 3485 +
57124 -20972 +
33246 73865 -
28361 96764 +
58764 37631 +
77785 57697 -
57526 22565 -
762 -5607 +
53230 37951 +
72462 -56460 +
59879 54893 -
60815 -36825 -
17354 -99218 +
33011 1314 -
45836 95015 -
92526 45557 +
74000 -95834 +
92761 99210 -
2214 25877 -
49842 -67699 +
6307 9396 -
6780 12603 +
29438 4038 -
64499 -80489 +
5100 50129 -
27224 70260 +
11233 76970 +
74796 -93755 +
19495 -36182 -
93517 94540 +
54827 -21593 +
94145 99787 +
65056 90717 -
80955 -25989 +
38967 -26055 +
21136 4039 +
8957 -35059 -
5946 37354 +
10639 -39677 -
8371 78182 -
44555 -91153 +
95711 43611 -
53939 -25867 +
43771 52950 +
81654 36460 +
22124 32129 -
52189 48223 -
26351 33012 +
88704 -56381 +
89680 -22779 -
42153 -14521 -
63690 -58590 -
2577 -27753 +
81246 -32513 -
38209 -18804 +
24162 -93357 -
88145 -98069 -
79624 -60562 +
39076 9134 +
78552 -4747 +
32506 -63183 +
44977 -13061 +
50086 99456 +
33665 -85506 -
75936 70134 -
69934 43589 -
20232 -27271 -
84849 -74883 +
28368 -53142 -
62642 38951 -
12004 62498 +
83071 64256 +
57999 83399 -
84792 -28220 +
52695 -47425 -
4466 97558 -
38482 -95219 -
2243 -71428 +
6931 61701 -
83170 -35817 +
55520 2049 -
51146 -14567 +
43267 10220 +
59444 -36737 -
74017 -99334 -
85900 -12024 +
50496 -40086 +
17319 97602 -
73415 40279 -
46897 37903 -
64404 1896 -
23430 -25024 +
23290 94247 -
69980 94785 -
2736 65766 +
13392 -65346 +
87216 -31860 -
56079 -73207 +
67211 -65591 +
75450 83510 -
94917 63976 -
88627 6128 +
80913 -8009 -
24917 84715 -
21058 -54157 +
96845 26323 -
29138 30692 -
24959 -98720 -
71667 20619 +
27751 -24812 +
95718 -39065 -
42036 87549 -
57376 58977 +
15983 -5087 +
10051 -74616 -
46158 -29330 -
29152 4344 -
41857 -63471 -
20184 -74933 -
27841 11877 +
75120 -39110 -
15235 -65244 +
69138 40564 -
72821 -40333 -
78649 -11985 +
62380 14675 +
43240 -47490 +
70516 -86076 -
73345 -31334 +
84616 -57848 +
23695 20343 +
25538 69464 -
41031 -84532 +
45844 -98285 -
16829 32323 -
62103 -92511 +
91398 -66458 -
4106 73286 -
27447 -2112 -
13001 80163 +
58847 -18355 -
8569 -5889 -
59642 -79319 -
84819 19995 -
18950 10827 +
16504 58067 +
58411 75588 +
68145 -12275 -
69565 34023 -
74869 -55380 -
81915 22846 +
50836 27496 -
95953 66028 +
70574 -89895 -
67310 64040 -
14161 78257 +
81333 99431 +
86703 -80722 -
4779 39964 -
49432 81896 +
32158 59546 +
46770 -16571 +
50915 31365 -
96086 28670 +
53069 1423 -
53072 -79302 -
51897 -33454 +
94679 -31578 +
24257 -43140 +
60314 66003 +
31580 -85971 -
51537 57233 -
10987 24964 -
25388 87677 -
47320 34028 -
89180 -96387 +
41627 -20857 -
87120 -32630 -
49072 99017 +
37056 -24684 +
26442 71444 -
64912 -65216 -
48577 17409 -
69083 1620 +
67567 47104 +
29969 26602 +
52977 30291 -
40911 -97535 -
20783 84735 +
56786 67810 -
32648 47727 -
37016 79016 +
87376 -20575 -
67565 76768 -
22394 -4435 -
96420 91714 -
18813 52557 -
40614 -61558 +
50239 -51907 -
34823 53772 -
30803 50775 -
10466 -73490 +
15260 42623 +
53426 16402 -
89769 69363 +
18157 1226 +
86162 -47781 -
76608 32842 +
50184 -95911 -
70898 46318 +
37061 -74007 +
87012 12607 +
32358 -12988 +
93915 -53757 -
67008 6880 +
3121 24049 -
19023 61968 +
41976 -78134 -
49817 22084 -
19419 -10724 +
53072 31304 -
50417 55089 +
31571 -95728 -
12696 -38998 -
76715 69565 +
95043 75224 +
29916 96191 -
62974 -96952 -
50244 73760 -
33289 -55589 -
33216 -93912 -
12411 -51535 +
84733 -94801 +
39226 -77112 +
85265 -29983 -
63473 61832 -
63078 98941 -
21394 61108 -
67962 33118 +
82913 16319 -
70470 35693 -
14036 71764 +
76468 -89577 +
56607 -12943 -
12881 58774 +
12319 82678 -
43400 35124 +
81033 86888 -
33106 63467 +
6463 -70843 +
40705 55188 +
13560 -18831 +
11692 -30043 -
12318 -3175 -
94022 -5536 +
39439 53212 +
35218 -45778 +
17603 -96778 +
35565 30822 -
60492 53883 -
40298 -72787 +
19165 -45373 +
36187 73959 -
24240 52604 -
53873 -37614 +
79179 72371 +
39943 50424 +
10982 -53942 -
23021 -9479 +
27789 -94649 -
89613 10393 +
59694 39726 +
32520 1539 +
24225 -29814 +
45065 85367 +
59231 -2675 -
36044 76170 +
75715 -27204 -
80487 -19873 +
17483 42153 +
60541 -62919 -
91145 -79086 -
46597 23363 -
21603 62828 -
25522 59689 -
34610 6800 +
96829 94288 -
82309 -93846 -
9641 64494 -
71566 -96385 -
17496 10400 +
67765 -30469 +
93331 -66472 -
77744 41689 +
7100 -74564 -
65980 -14572 +
13049 5321 -
24725 26602 +
63575 55988 -
73831 47450 -
47812 34899 -
95134 -43020 +
6389 -12172 -
81446 -10026 -
86235 3492 +
37373 -42493 +
44865 16446 -
63608 96850 -
35497 -92172 -
55766 84933 +
63283 -18878 +
75337 2357 +
30545 70568 -
83726 18905 +
89001 -67101 -
66673 -41828 +
39557 -35671 -
78799 -31631 +
93857 -48673 +
67383 -73555 -
18218 50501 -
13029 -87356 -
5621 36748 -
30367 73105 +
5010 43841 +
2459 95883 -
26283 -64870 +
75975 59212 +
16471 -24958 +
74380 -4556 -
52414 -58735 -
89111 50206 +
55630 -4868 +
56504 46613 +
65063 -14366 +
75238 6230 -
17688 88930 -
11231 -58724 +
74480 41692 +
48782 -74233 -
85958 -22029 -
40878 -33508 +
85198 80128 -
22773 672 +
93630 9061 +
20791 60214 -
73201 80998 -
95782 -71649 -
58708 48703 -
44024 50137 +
72687 -50075 -
9490 61014 +
43533 -42295 +
61781 94529 -
59277 19264 -
20988 16235 -
40924 41672 -
46547 -37866 +
14044 -46738 -
35215 77610 +
28276 -16931 -
5376 -93314 +
60186 64221 -
41951 5120 +
26909 48173 -
28236 -58582 -
14825 -61451 -
55837 -86547 -
70203 82505 -
42637 24419 +
55192 -63678 -
38628 90383 +
88273 29056 +
67308 -43381 +
27969 -38515 -
34441 -84455 +
65186 29526 +
73053 -1231 -
89231 -64935 +
31359 27639 -
26418 -71831 -
9511 82490 +
44845 74821 +
57242 -53662 -
67290 -53252 +
46523 15850 +
1777 37398 -
35451 42556 +
45976 6750 +
20771 -82006 -
81184 84322 -
18875 -66492 +
60783 92251 +
67557 -12330 +
10411 86183 -
79013 65981 +
68002 31897 +
62567 -69690 -
15219 9490 +
32920 28920 -
73475 48675 -
55790 -8698 +
53825 92743 -
22280 -47980 +
11966 3507 +
83399 15329 -
10736 -14174 +
10256 56784 +
92834 -86529 +
80216 -60803 +
53241 80426 -
38132 91738 +
59097 89795 -
91857 96709 +
362 -27994 -
32029 37499 +
75249 -87740 +
72760 -52509 -
85931 58738 -
47014 77350 -
75957 -67754 +
87932 54707 -
93168 1709 +
37070 -13732 +
1250 86284 -
6725 18342 -
57890 22377 -
86088 52645 +
23159 -58301 +
25482 -38529 +
81098 89026 -
11266 63623 -
88825 86122 +
3012 -62706 -
14612 14837 -
89785 3464 +
78836 -11444 -
12850 -19787 -
86765 -53061 -
6855 -78705 +
2147 87802 -
28632 -23280 -
10283 -2469 -
4516 18326 -
73664 -76552 +
44414 -74793 +
94326 -66683 +
23601 70037 -
89727 -57060 +
28167 72266 -
71710 -64354 -
44030 34217 -
48957 -66609 +
4721 -46643 +
68547 9390 +
36390 34681 -
5444 -63765 -
50823 23793 +
39928 86980 -
10070 43056 +
71958 39097 -
65563 -70823 -
5306 -96959 +
88150 10627 -
58881 -93888 -
77873 -30847 +
48006 57852 -
9055 27880 -
37236 -54152 -
20529 86727 -
69876 -49162 +
65857 -94438 +
70662 -32572 +
64075 54736 -
39990 -95337 +
4581 40732 +
4184 -56828 +
51266 64694 -
47099 33909 -
60453 -13024 -
96940 5524 -
16868 31323 -
82827 96063 +
63222 -61859 -
58319 -43609 +
78891 -98759 -
92941 -64165 -
46896 -28792 +
72147 -22160 +
59715 86093 -
72138 18143 -
59908 96992 +
60397 669 -
34992 -56122 +
63220 32499 +
87927 -71 +
5736 -67621 +
35405 2143 +
13208 8724 -
26331 -55598 +
74169 99822 -
29123 -47803 +
95236 20250 +
43911 -65647 -
37298 -74858 -
91137 32533 -
87932 64324 -
39787 34527 -
22574 65827 +
16410 28173 +
57019 -82179 +
7665 -98562 -
60194 52934 -
24180 -7110 -
60642 -30660 -
96779 2405 -
28519 -56026 -
8866 58357 -
71664 8263 -
1248 -71991 -
38820 -87295 +
64019 25195 -
17168 23308 -
10618 90344 -
16737 60889 +
25808 20086 -
18526 52608 +
57023 83728 -
63150 25859 -
26990 37620 +
51013 -22508 +
539 -9565 +
86192 -30664 +
73138 -28943 +
48076 -81867 +
19984 -24261 +
74552 65562 -
69055 85501 -
16876 65499 +
44534 -36328 +
96812 4394 -
16342 41762 +
16123 -83634 +
72237 38825 -
78902 34944 -
20022 58430 -
53318 48228 -
86717 93873 +
38663 86055 +
95325 46525 +
19544 -46001 +
61590 6884 -
64748 26292 +
90956 -29625 +
10506 99313 +
38468 -76987 -
19933 -29602 +
86606 71111 -
77373 -59860 -
19107 77570 +
69974 -51039 +
64575 -15014 +
31590 27212 +
96525 73734 +
70162 -42435 -
32023 1149 -
24475 34691 -
61094 -30242 -
55770 68341 -
89359 85164 +
84975 -43373 -
30817 41323 +
84446 -21668 -
6081 34237 +
38756 -9497 -
73970 55622 -
60555 59163 -
65934 20750 +
10910 69199 +
81260 -81891 -
38649 -70730 -
46119 91302 -
16102 14028 +
40887 -54363 +
45490 -35233 -
26921 -39643 +
31399 -32262 -
40113 17462 -
5171 -68266 -
66925 15778 +
16175 -38606 +
47923 84118 +
56777 -41556 -
75048 16747 +
59267 4743 -
69442 -50552 -
64661 -36933 -
37513 -75301 -
73937 -20483 -
28157 89361 +
93762 30586 -
37030 39402 -
58230 -25791 -
19604 -3019 +
81711 -62026 +
24137 28685 -
10046 -37504 +
24442 -41719 +
65277 55209 +
73654 -49816 -
32507 14908 +
53138 -94904 +
67751 19230 -
19858 -46541 +
21320 -15003 +
693 -52237 -
78713 57014 +
83001 -4726 +
24870 92992 -
49256 76855 -
20002 61993 +
2924 92714 +
35531 -55634 +
30274 -54931 +
67136 -36374 -
79335 -24886 +
22889 -46977 -
68775 557 -
82537 98332 -
93308 60788 +
5988 13027 +
42164 47729 -
38366 -70701 +
18970 -10488 -
41620 -10572 -
40460 25569 +
27454 21421 +
52367 -47951 +
1812 -76158 -
3561 -50315 -
23018 80729 +
20688 13197 +
59829 -60627 -
12785 -40420 -
10402 56096 -
13810 71627 +
54833 -49236 -
38638 62628 +
81905 -96786 -
67445 57786 +
95183 -23442 -
73163 75035 +
55703 -78090 -
52121 92569 -
86635 -20923 -
61599 -60327 -
73798 -28792 -
86572 -16226 -
32794 -37449 +
76789 -73988 -
91717 -42376 -
69206 1872 +
48899 14502 +
34606 -70569 -
47526 -89447 -
66779 -50518 -
55565 86582 +
69596 -66555 +
95236 99895 +
79105 52827 +
85090 -1868 -
52296 23914 +
32669 -88689 -
27425 -46081 -
42805 -40936 -
52472 50176 -
94661 -37637 -
23307 -59321 -
56091 69452 +
54245 -71056 +
30835 8952 -
53462 -30949 +
35282 -39457 +
27092 92426 +
38763 30946 +
65067 -21912 +
91705 75467 -
73083 -33136 -
56125 94420 -
30919 -59909 -
43805 538 -
95803 5297 -
22401 11733 -
76306 -79229 -
78553 68030 -
54672 -5974 +
31567 -60099 -
15993 -24458 +
91405 81115 +
9014 82127 +
42004 46030 +
25979 231
8320 75588 +
21448 -6231 -
12015 40330 -
21995 -86337 +
14094 -24429 -
24302 10812 -
17213 -18503 -
25951 -47205 -
12801 -83214 -
3059 41820 -
11807 73730 +
2741 16173 -
4916 -86197 +
16937 -15420 -
24564 34334 -
20305 48055 +
18651 45876 +
16503 56966 +
3564 -19384 +
23551 -65931 -
9684 11148 -
3469 -91434 -
17702 94966 +
10316 1227 -
14829 39416 +
2382 -94267 +
5111 8984 +
16496 -59619 -
14413 4334 -
9065 97781 -
25064 5553 +
20648 29867 +
6288 27681 +
16101 -6438 +
21623 53373 +
25160 -5665 +
4275 74273 +
10445 -76810 +
2626 -19929 +
5317 44779 -
5778 64852 +
3796 86652 -
9914 35058 -
11440 -40778 -
3132 38304 +
18427 23327 +
8191 1796 -
21798 -90506 +
20811 -76909 -
22011 -10124 +
19100 -44865 -
20800 3165 +
16463 -91955 +
7748 -14410 -
418 -10159 +
3479 65256 -
3497 -80901 -
18535 -51943 -
21330 -37130 +
16174 -31007 +
9268 -99275 -
16927 48461 -
25585 13220 +
3659 18382 -
19862 40297 -
6071 -16879 -
24570 79475 +
23220 -87842 +
16907 -5195 +
24172 -56267 +
2160 -86816 -
19119 91361 +
18128 -51591 -
16895 -62625 +
17431 -67587 +
6242 58803 -
12207 -64903 -
19269 -20218 -
20010 24506 +
3367 5095 -
17605 -62571 +
12885 -66868 -
15613 84479 -
5883 -19443 -
18311 14108 +
8845 -18878 +
24274 56131 +
6850 37959 -
9144 -29867 -
4824 -64512 +
14501 -86227 +
13792 6455 -
18695 27759 -
2891 -54172 +
10007 70396 -
13081 -15546 +
2452 -3318 -
16949 97100 -
5732 -77635 -
8840 25472 -
21129 79408 -
24311 -94146 +
17001 85574 -
20236 79183 -
21260 -89398 +
284 -1039 -
5691 -73216 +
19262 88326 +
4560 92382 +
23851 -22063 -
20101 72660 +
4815 -87590 +
23371 76405 -
17960 46044 +
7364 -78945 -
2813 -3606 -
17874 54255 +
20397 -5222 -
13195 42847 -
2540 95496 -
20211 66269 +
5079 45950 +
17692 63371 -
11902 -2417 +
1393 31714 -
25255 30553 -
15890 60185 +
24434 -28475 +
18264 -8581 +
5234 80508 -
1484 83636 -
22631 31911 -
18443 -51224 +
580 -80110 -
23594 -17587 -
6287 21630 -
9209 -87915 +
10860 75251 +
3043 80333 -
22366 -46317 +
17278 -56996 -
12505 59863 +
20010 -71625 +
13414 -866 -
252 -49464 -
9810 -8504 -
10126 -2039 -
14073 76507 -
4923 88196 +
3096 -83010 -
6787 31468 +
794 -34253 -
8133 -23469 -
19664 84883 -
5650 -4606 -
1910 74188 -
22525 60568 -
21766 17072 +
17950 -9410 +
21663 -5763 +
17975 97540 +
16737 17735 -
11164 361 +
9227 67352 -
16165 -12250 +
1007 -84401 +
12681 -74821 +
10744 -35034 +
13028 1435 -
11166 -58746 -
17466 -64276 +
20129 -22381 -
11808 63336 +
17406 20836 +
2627 -45211 -
20194 -64756 -
3589 -85925 -
8944 12978 -
14152 32312 +
9232 -358 +
5327 -96279 -
1414 -16789 +
24734 -26206 -
6987 57957 -
10911 83986 -
9848 -3941 -
7476 69903 +
1233 34509 -
24933 52752 -
24822 2870 +
14034 -64788 -
2342 24248 -
22515 -58417 +
13176 90250 -
6035 -51174 -
22223 -70009 -
16471 -61228 +
387 77268 +
12939 -64043 -
25167 42749 +
5076 77187 -
5715 -56304 -
23955 32059 -
3850 70523 -
3121 4692 +
19619 52983 +
17329 88478 -
18950 -35954 +
13299 51890 -
3787 63602 -
18751 12089 -
4951 -3466 +
28 -97571 +
7824 17467 -
14288 47913 -
1865 -91886 -
24289 77852 +
16260 -94959 +
6731 -1707 +
8463 -99780 -
23735 -62526 -
75 -75791 -
9798 18047 +
1602 -26661 +
8227 4201 -
15165 60555 -
14409 -32732 +
17114 93489 -
5809 -50398 +
21369 -82843 -
25907 -55916 +
68347 649
48273 -29797 +
47821 -19132 -
63830 63654 -
50238 24639 -
29706 -7480 +
56892 -61653 -
22726 -72111 -
36327 78547 +
1096 -62887 -
24198 4051 +
54863 -43688 +
66496 31332 -
27020 94687 +
1823 70173 +
15991 -43188 +
31602 -73330 +
3826 55287 -
30175 38124 -
51614 99365 -
44133 -9467 +
5206 75830 -
57642 8926 -
64782 85676 +
14648 -46136 +
51862 32729 +
19920 -74331 +
52605 -3240 +
51211 -83019 -
50409 -62654 +
32873 -61084 +
3700 -12585 +
21074 -67106 -
41358 32713 -
17951 -37035 -
40283 -57279 +
717 67788 -
66155 51550 +
22933 96328 +
50646 15078 -
21170 -38839 +
34834 39711 +
4648 18839 +
61877 -16949 -
64932 -80029 +
48286 -91529 -
46772 14705 +
57629 -59445 -
18300 50375 -
58956 22906 +
3231 -32373 -
31772 -12464 +
12308 7532 -
18067 38214 +
15011 83073 +
54392 -33060 -
4557 -17444 -
21790 -35897 +
3359 -23134 +
50770 13738 -
27963 -9005 -
20177 -77441 -
54713 2088 -
26989 55334 +
21671 -65386 -
8799 -29459 -
45821 -7657 -
51646 -22034 -
41067 80849 -
64869 -51928 +
21053 -15616 +
62542 -47219 +
46698 18936 +
11138 56753 +
58401 5138 +
23440 -5625 +
65725 53082 +
25755 38624 -
29352 33226 -
62585 -22983 +
59911 5771 -
14783 -50194 -
16087 -81212 -
45791 95071 -
34690 10646 +
41794 6840 -
66966 -27037 +
1627 -92394 +
38733 -56904 +
56527 -24413 +
25590 13199 -
60305 86936 -
49790 91969 +
51735 -32741 +
44240 -56995 +
15085 -51370 +
22662 96415 +
15163 36313 -
4455 67299 -
3657 18807 -
46156 -50876 -
27100 -17322 -
48018 -37261 -
40858 -61690 +
35134 -47002 +
19270 -36526 -
34153 -35790 -
3872 27453 +
52650 48276 -
47566 -36869 -
62220 -87305 -
4378 -54559 -
32643 20674 -
36880 -95097 -
28423 -61040 -
63297 77023 +
15567 -49575 -
24437 -26728 -
57027 74411 -
1185 67761 +
41015 -29569 -
65818 -22727 -
12632 -75263 +
28654 -28371 -
12316 61720 +
50037 30299 +
28703 92321 -
66616 79649 -
24204 71466 -
64381 54832 +
528 -79830 -
10849 -59075 -
5804 -69329 -
5769 -16180 -
58982 -26262 -
50863 -4939 -
32899 -40336 +
24879 -67767 +
10830 38449 +
38299 -41511 -
28775 53083 +
67423 33211 +
25942 83815 -
23892 -98580 +
12870 -4257 -
47917 5792 +
173 -55607 -
48871 6133 -
18944 30567 +
14099 -1272 -
1588 -80511 -
34542 -84032 -
22596 48791 +
65380 -75980 +
38935 62049 +
9024 -52441 -
57755 -81246 +
46162 33064 +
41675 -49293 +
13192 32885 +
49210 4300 +
49010 -58220 -
17521 -52777 -
4624 -4697 -
36822 -2050 +
43546 -12919 +
22402 12928 +
57830 -40623 +
41922 52695 -
11325 -78238 -
24340 -2582 -
44851 26345 +
65438 46668 +
41874 -15655 +
61508 -41248 +
54395 63487 +
55101 38232 -
4903 62280 -
55175 61234 -
24900 61911 -
19444 -28317 -
35709 -45880 +
31920 94947 -
28655 80258 -
44699 12252 +
3789 90588 +
57677 -8341 +
25403 -35743 +
22142 38826 +
9055 -28994 +
3487 -51664 -
29705 -23535 +
26371 -5111 +
38495 50689 +
18292 -27810 -
34758 -72195 -
49619 83783 -
8345 -1810 -
16276 64621 +
15406 -29040 +
62669 -57363 +
33934 20899 -
45847 -3081 -
51628 74162 -
57058 47662 +
52615 -85305 -
41211 -9702 +
34899 -44996 -
34706 -42438 +
24716 -30020 -
43972 80167 +
29267 10802 -
4220 -84251 -
4807 -71562 +
24163 -98779 -
3792 55532 +
20872 33052 +
7646 97482 +
29328 64673 -
32179 -54076 +
26778 -36965 +
22406 -65605 +
39287 65833 +
10300 10549 -
66458 63042 +
60956 83542 -
8175 -37837 +
39067 36218 -
20328 16569 -
47878 -64324 +
9763 -91012 +
34173 -72476 +
27732 68455 -
3009 91279 +
12364 -69848 -
21023 -21128 -
58180 32617 +
26964 18228 -
22000 63810 -
42093 -69888 +
3138 6899 +
3440 99921 +
19453 36748 -
34750 23337 -
30899 -38221 +
37351 74277 +
65794 -10954 +
35519 -58616 +
57030 62883 -
42919 -74524 -
160 -40949 -
2774 -53704 -
6478 46520 +
25134 -73120 +
17682 -11352 -
43643 87726 +
4544 98027 -
12670 -64844 -
42202 -30785 +
36535 75408 +
47729 -89751 +
12667 65988 -
62070 70652 -
59698 -42782 +
33626 -25288 -
24296 47645 -
40247 88943 -
20263 35927 -
66795 88452 +
31002 -23868 -
51845 -64696 +
18648 -55286 +
12280 5841 -
36201 70400 -
14160 -39305 +
17869 43252 +
8225 -44561 +
21593 29566 -
64232 3218 -
31094 -66102 -
20102 -66110 +
12507 38691 -
21171 -27057 -
8049 4209 -
25521 -86452 +
52586 -36338 -
24863 19929 +
12701 -16659 +
34576 -73386 -
61429 -85926 +
59819 -45545 -
22880 -46176 -
20181 1857 -
34000 -93353 +
42252 -25800 -
18421 57086 -
21326 -79137 -
22794 64966 +
52966 7877 -
18013 -89652 -
57443 -62277 -
36448 -73665 -
60702 98701 +
15373 78115 -
58336 45209 +
34069 -36063 +
28317 6533 -
25285 -48860 +
23271 48524 -
18960 -19792 +
1692 -49500 +
24583 -90407 -
44372 42792 +
12008 14543 -
18660 94381 -
57531 -24038 -
30025 35432 +
56314 -98368 -
15915 -16755 -
12585 -20802 +
5980 -90247 +
39894 91142 -
66846 -95739 +
16282 -3009 -
53207 -14953 +
20382 -48538 +
45122 -49023 -
56098 -96976 +
61405 -40376 +
55377 82923 -
60132 6072 -
64020 -22844 +
47450 13874 +
15419 -80713 +
5922 77590 +
23231 -10112 -
2748 -43060 -
31244 36970 -
37582 59984 -
32167 5296 +
65780 68824 -
33839 -29849 -
55556 -18238 -
36889 -48542 +
13740 -58281 -
54429 -56603 -
19270 5650 +
54160 -99120 +
51726 2532 +
21435 -85563 +
26742 66706 +
279 -14220 -
54189 74689 -
67292 -61942 +
19544 48593 -
28840 -97179 -
36527 -5297 -
19761 49263 +
48177 33123 -
24916 20899 -
20122 -31032 -
47182 50326 +
39845 -42263 -
4682 -33383 +
57894 -63890 +
14321 13925 -
61070 58321 -
26276 -62033 -
58483 52680 -
12996 69169 -
18142 -49441 +
41950 35794 -
49708 27116 +
2083 50114 +
36279 18701 -
49884 -42237 +
9695 74562 -
15853 93612 -
55111 57232 -
39023 55825 +
3610 4009 -
22232 -19730 -
9571 79075 -
48273 61735 -
41395 -66346 +
51158 52523 -
43752 -56220 -
61331 55014 +
15805 19173 +
54129 83025 +
11123 -75149 -
46615 22205 -
