17
76504 734
50077 85698 -
28806 -78074 +
31178 6246 +
7109 -85830 +
30955 42963 +
9288 6624 +
44698 45472 -
10339 -73942 +
84663 13084 +
57449 -71430 -
89192 95220 +
88031 97951 -
54636 -95605 -
45969 33452 +
8009 37454 +
63953 -94730 -
30659 -40621 +
75909 -84219 +
86933 84494 -
38521 -63984 -
78745 -65391 +
72202 20032 -
15250 -36515 -
84880 71658 +
15714 10653 -
46765 -21727 +
12827 13415 +
38364 -60391 +
80075 -82271 +
18466 47327 +
15601 -40157 +
81479 -36596 +
39683 -14843 +
4385 -66003 +
94091 -59247 +
77147 72311 -
33302 -95484 +
70983 -9961 +
82386 95083 -
77086 -36553 -
4308 -60515 -
26405 -60759 -
53204 -80764 -
9409 99829 -
48274 -64931 -
37356 57491 -
52185 -32159 +
71043 10386 +
19815 -69909 -
42784 31125 +
93495 -91279 +
51090 -12609 -
93761 71405 -
24704 75464 +
42682 -29369 +
17309 -24770 +
73471 -40316 +
69082 74108 -
30899 -99705 -
37164 83930 -
45209 -2665 +
75883 -45783 +
52805 95857 -
75749 -49274 +
12421 16713 -
78568 -34167 -
83528 -37701 +
53099 67131 -
73873 94785 +
92709 -10312 -
11439 -99656 +
83398 -73013 -
93980 -46518 -
85842 -71533 +
37205 -73453 +
13814 62753 -
78889 -50970 -
19953 -93091 +
48358 -4679 +
51905 -50935 +
60496 30269 -
43592 -34264 +
56515 13432 -
32064 -97857 -
68027 45283 -
94902 30493 -
64896 81747 +
80 -79240 -
63548 24004 +
53380 -91445 -
63420 58087 -
9469 -16367 -
7422 -32724 -
89867 80658 +
73420 80928 +
91581 67567 -
87569 -41827 -
86259 50900 -
64482 84552 -
20146 -94513 +
63229 21438 -
68763 36573 +
88753 18837 +
15032 -99914 +
79796 22567 -
12912 58404 -
81054 29432 +
67195 53155 -
8582 -93931 +
80056 -79415 -
11627 6223 -
4941 93643 +
2369 72214 -
74889 -55017 +
63437 19246 -
52324 1919 +
60819 -71107 -
75482 -11025 +
84758 -9576 -
8741 -98153 +
78268 -70455 +
34939 -89635 +
41527 61442 -
42855 15930 -
84884 -5959 -
78860 -97233 +
8777 -90532 +
77283 -22277 +
91127 86653 +
58690 -19068 -
11835 -34446 -
93768 -8729 +
33746 -79184 -
28229 83398 +
94675 -51166 +
56000 -12676 +
95476 -14039 -
77921 -19936 +
77900 16527 +
42870 -13051 -
92924 45057 +
35708 88085 -
57215 -26343 +
78585 66877 -
88159 -6858 +
10278 -17950 -
35842 -94585 -
94345 -37746 -
8314 14700 -
83955 97126 +
91956 -1003 -
66498 18233 +
34306 -6706 +
28266 -35339 -
20000 57794 +
43657 -64000 -
23471 -94545 +
94818 25020 -
11342 22922 -
26807 -95044 +
72199 36666 +
95468 -24224 +
39685 80605 +
74046 43013 -
90701 -52681 +
71232 -17150 +
35223 71522 +
92174 -46044 +
89485 -62908 -
68860 -59104 -
69113 -48448 -
49774 94058 +
64750 -55263 +
86664 48264 -
12966 17743 -
13561 -68057 -
48074 22485 +
60042 1313 +
43732 -53071 -
28501 7190 -
18463 -99015 -
79032 40984 +
33353 -78112 +
51824 93640 +
56601 -58625 +
91069 78391 +
48681 63451 -
94627 14268 +
83943 -25360 +
11650 -60353 -
9141 16333 -
9707 -77850 +
70520 42979 -
12686 -74464 -
49415 81553 -
87488 -86440 +
73367 -35345 +
53559 -64600 +
81940 27675 +
6476 -63719 +
11355 -45804 +
56164 -6458 +
69503 70721 -
24634 19317 -
16474 -28569 -
69717 -15086 -
37554 -35988 +
60522 47789 -
228 -23108 -
90233 -88039 +
32955 35873 +
70538 505
9448 61666 +
57977 -78899 -
50302 -71351 -
69892 98648 -
35232 -5668 +
2370 -40049 +
44082 99323 -
35793 66356 +
32075 86164 +
16206 51867 -
13811 -86300 +
53170 33349 -
48484 -70528 -
43247 73124 +
42946 79811 +
54037 3031 +
35842 -57536 -
64940 -63014 +
30090 51279 -
70419 -76785 -
63686 -49178 -
59884 30410 +
63487 6564 +
52059 29461 +
22959 42028 -
21301 -91779 -
64531 -53841 -
36834 -34673 +
15639 -69370 -
46407 -91014 +
47173 38261 +
57242 41543 -
8943 5395 -
25589 29835 -
40999 99142 -
67670 81989 +
65329 -30842 -
61978 -46844 +
17428 -6492 -
58499 -91750 +
47109 71288 +
60919 74386 -
10235 -82374 -
32956 32661 -
67522 66300 +
57902 -17647 -
65504 29195 +
7478 -71165 -
42534 -64059 +
33525 -65004 +
24933 69944 +
33036 -47888 +
59258 -8382 -
4331 -78909 -
31718 22440 -
39619 -21131 +
62417 -34046 +
14311 77566 +
41920 35410 -
5788 -45631 +
2838 -94656 +
50400 7313 +
45410 -63124 -
24183 -88555 +
27875 821 -
35876 54723 -
17681 -61545 -
66373 -66709 -
58343 8257 +
61553 90469 +
50365 -78480 -
59773 -43791 +
53752 6328 -
23226 -81281 -
61927 -8366 +
32118 -1547 +
5598 60977 +
26946 -85284 -
57757 43927 -
1764 5214 -
7484 -16424 -
46885 18772 -
27130 26869 -
64463 11969 +
13693 62540 +
155 44700 -
24184 -82937 +
35547 25309 -
68368 -96920 +
10141 -82121 +
67704 -57922 +
12158 -74092 -
39975 53994 +
53877 -37977 +
26731 17188 +
4934 -85964 +
10880 19915 -
20907 50938 +
2870 30830 -
44999 28497 -
3764 -36642 +
19129 44977 +
49131 -26526 -
5460 42447 +
29409 -7825 -
3684 -26637 +
28580 -20871 +
35101 -30546 -
19326 33572 -
36244 7429 +
67405 -79699 +
63324 -70759 -
61166 78234 +
69960 -89160 -
23127 -30362 -
42430 75075 +
69250 22395 +
4346 -38388 +
55623 27276 -
4463 -55979 -
45924 26317 +
2698 98072 -
50502 -38876 -
1133 11195 -
11903 -56370 -
48263 -56011 +
41590 72390 +
40212 82411 -
14721 -95025 -
25916 67420 +
22981 34866 -
32282 72912 -
36564 15237 +
1307 -36719 -
56697 18795 +
39385 -38954 +
33569 -23696 +
66338 -53666 +
64182 36716 -
21543 96320 -
4478 55649 +
4597 -82515 +
36552 -89451 -
62733 -83968 +
13450 19170 -
45849 -41432 -
288 91879 +
8341 -72168 -
1427 46857 -
50329 86525 -
27096 -92769 +
58799 -9202 +
61354 32049 -
67639 8378 -
31948 -37851 -
53715 -9074 -
21756 -91184 -
30439 -40235 +
47062 69260 -
41095 -18736 -
7920 -98968 -
24789 -11149 +
50266 43828 -
38770 -86274 -
5418 2844 +
23584 40900 -
40855 -49424 -
6766 63806 +
7459 86636 -
38437 12337 +
56448 -89159 +
11375 -58544 -
2847 89462 +
52853 5494 -
65079 -26835 +
58503 77002 -
16832 94738 +
50795 -47574 +
33969 18838 -
63269 91815 +
16881 52303 -
15527 -18639 -
54247 -44732 -
62188 94253 -
45679 -6354 -
23078 -1309 +
53337 -5444 -
3733 -62119 -
16896 -38960 -
12508 33173 +
5508 -31231 -
8069 -13748 +
61650 64684 +
5374 80196 +
54267 20252 +
55616 82840 -
34464 -19945 +
67505 -7955 +
52510 43908 -
20653 60493 -
43769 97832 +
56460 64629 +
64178 1909 +
21447 80945 +
49209 -8715 -
51385 -33046 -
29050 -28620 -
11658 94730 +
70341 6904 -
56343 -89689 +
53960 90554 +
61826 7279 -
723 62949 -
26632 -64317 -
32166 -22693 +
49475 98117 +
8524 -63039 +
46019 93456 +
53030 1693 +
58851 60164 +
9721 -96648 +
1239 8037 -
50771 -89879 +
8669 79170 +
32156 -24337 -
36683 -87899 -
46085 -48709 +
69844 3644 -
37381 -91791 -
40782 -31809 +
6227 25976 +
59373 77669 -
56807 89942 +
12405 51905 -
25437 48850 +
500 -45730 -
35916 -64961 +
22296 -76841 +
42505 -33027 +
25237 -27786 -
53110 -16788 +
32124 35083 -
69479 22780 -
27765 -11729 +
61518 27734 -
40569 65481 +
11012 2716 +
60286 1790 -
30404 -8481 -
66086 -93865 +
42591 -49893 +
45901 61739 +
24784 79689 +
26969 -46216 -
62365 30044 -
66523 40621 -
34680 72828 -
4600 -37360 -
65056 -73560 +
23433 10798 -
36400 60288 +
11276 -46444 -
25997 84720 +
17637 72613 +
17018 -38671 +
61484 -81897 -
36516 -75140 -
3952 -90834 +
45889 -58427 -
39275 -1141 -
22893 63306 -
43948 -9820 -
17378 56949 +
69865 -55689 -
51673 -54929 +
13869 84427 -
7481 67611 -
39455 56927 +
26165 19918 +
61824 56653 -
10608 -36490 -
55490 -92573 +
52458 -238 +
56168 -94974 -
11567 -67274 +
45618 15261 +
58437 -31392 +
49964 71582 -
23662 55002 +
15967 8304 +
36441 -27416 -
39673 -18883 +
66029 -5520 +
8634 95600 +
6198 -85356 +
33954 14324 -
60451 -87695 +
23595 -77984 -
49446 -88220 -
58287 49412 -
31052 58174 -
63541 17741 +
45658 16071 +
62373 15686 +
11296 18505 +
17667 -18659 -
19376 49726 -
68001 36100 -
48055 77720 +
4332 -97527 +
19251 -11644 -
56987 -61766 -
4265 53093 -
31229 68994 +
15509 -26005 -
58447 66397 -
6055 -81171 +
19663 48770 +
61459 78580 -
18908 -52014 +
55410 -14721 +
4836 31118 +
7617 78786 +
47688 -63270 -
6374 89428 +
7425 -1677 -
26085 96369 -
33253 63785 +
12824 -67235 +
47122 87342 +
24052 -18817 -
11452 51294 +
45399 -52180 -
21113 59422 +
64505 83603 -
44684 84828 -
61262 38694 +
41189 30464 +
4169 -16129 +
59716 -69222 +
1306 55447 +
16098 -99933 +
57930 23200 +
40384 -65288 -
53599 12855 -
16116 -77491 +
44798 38026 +
51414 -62948 +
10567 48499 +
69075 59040 -
12143 58457 -
62874 -22707 -
43580 -86950 -
16450 21209 -
33778 -23312 -
7027 93437 -
18679 -299 +
45704 -16912 -
17528 -49725 +
61698 -5892 +
59423 42550 +
41395 -49419 -
45459 -89033 -
8647 867 +
2246 50397 +
13124 63234 +
49162 -48662 -
25481 92097 -
56996 -79676 -
20435 81571 +
4006 -16434 -
13792 52885 -
64604 -23819 +
58000 -20794 +
62477 -15647 +
37470 -56267 -
42691 60698 +
63906 19326 -
39285 81048 -
54633 -85234 -
66506 60774 +
56781 -40098 +
45527 96264 +
48035 33579 +
51688 -79468 +
53816 -627 +
63235 7971 +
24890 -6866 -
31827 29141 -
48546 35253 -
20961 -91644 +
455 -2461 +
47371 22483 +
6960 74882 +
46577 -88625 -
68357 -48200 -
23008 -66463 -
14008 -75263 +
29654 -81271 -
13785 50222 -
7333 54715 +
31181 60195 +
41358 45460 -
61992 66809 +
65023 -84402 +
63910 -10566 +
56017 37501 -
57762 -96655 +
63368 97295 +
7917 -4191 +
11005 -12401 -
21320 21092 -
23901 34011 +
48289 8545 -
7860 -43412 +
48990 48297 +
25473 68194 -
50512 97610 +
24451 -12383 +
68322 10359 -
25479 72680 +
35713 -27188 +
28284 61203 -
55129 -19258 +
27388 -38867 -
10200 88138 -
16535 14214 +
4051 -92230 -
45979 -22917 -
66621 41022 -
29579 94564 +
61002 97576 +
55745 48273 +
57650 -43395 -
29 34780 -
36508 86892 +
18076 32202 -
16314 -92284 -
40234 52827 -
46528 74930 -
8681 -46337 -
1927 -83240 -
20641 -38405 +
5636 96127 -
41016 13078 +
13293 40794 +
11856 71053 +
37480 -63831 -
29431 58605 -
62787 -79613 +
31967 1684 +
66748 88303 -
30926 -51591 +
9850 -56943 +
8864 -41869 +
44302 97702 +
60141 88100 -
5575 81077 -
6788 22207 -
4963 -48691 +
8648 2442 +
2425 95086 +
22452 84294 +
54922 67812 -
23955 60142 -
30249 54004 -
14649 -19618 -
61710 -97640 +
34754 16309 +
30636 98674 +
45418 -65195 -
42533 2656 -
35740 -55541 -
3465 73348 +
36144 37300 +
46299 -40049 -
28481 -35818 -
47932 -67385 -
8596 42899 +
28991 1572 +
60844 42344 -
22372 59156 -
30464 -13567 -
18543 -67759 +
45503 -20325 -
43390 81227 -
29733 -52850 -
8587 -50845 +
20224 21326 -
28209 -95571 -
7208 -32273 +
56840 -44358 -
8300 93426 +
12822 -99436 -
45836 -14887 +
62582 22263 +
18112 -251 +
25278 -42682 -
70396 67623 -
12404 -67133 -
65345 79766 -
46081 -28334 -
7372 -71820 +
60959 17424 +
56421 -34760 -
68176 781
10807 49826 -
46324 -19912 -
22115 74999 +
52819 91015 +
48103 91745 -
57935 27107 +
21811 42323 -
26669 96572 +
24319 86689 -
67931 51809 -
41515 63172 +
4675 -70624 +
67757 -71494 -
53286 87091 +
61933 44415 +
37330 -88644 -
61774 -35056 -
61660 53246 -
62920 -21080 +
45697 -46494 +
18482 -44122 +
22666 -32354 +
47578 31111 +
37350 -88972 -
46250 -49113 -
11543 85539 +
7482 72981 +
16801 -24576 -
16906 23304 -
12571 -80416 -
65328 -81892 +
17600 -77707 -
56485 -4746 +
17124 28085 +
46770 -53591 +
32406 19577 +
65787 -49226 +
40582 48487 -
52726 58638 -
40647 6211 -
37627 852 -
32826 -5480 -
67444 38157 -
27940 20697 -
52261 59542 +
37193 4127 -
26214 -94093 -
54845 52587 +
62652 -97447 +
30704 79982 -
62298 -66951 +
19926 26773 -
51725 30178 -
2982 -27474 -
22905 53892 +
529 -44251 +
38237 -66999 -
51962 -5950 -
8700 -54089 -
47650 -64302 -
53817 99571 +
5132 95026 +
23124 15056 -
19098 82254 +
5686 2989 +
21710 -50161 -
50039 99526 +
63167 96047 +
21034 -79265 -
25305 79498 -
45168 43723 +
33611 2851 -
44001 84776 -
66089 -7338 +
40494 66925 -
7867 -56958 +
38707 -47465 +
42657 -49090 +
41110 -54983 +
38945 -4398 +
39970 -2373 -
37014 -74459 -
48242 -67964 -
14322 -15279 +
20511 72580 -
13298 6456 +
29604 -68653 -
23979 71191 +
59722 -38120 -
57868 -60030 +
42066 18533 -
61043 85211 -
20737 -28888 -
24129 -4701 +
4302 59270 -
14942 -65771 -
9186 86080 +
37484 35399 +
18378 -36251 -
30841 -10858 +
15193 -33980 +
7858 46445 +
61568 -55364 -
41466 37057 +
39626 -75097 -
2296 43837 -
24484 -37 +
43317 83129 -
12395 -1071 -
44563 7049 +
58625 -59418 +
41344 -5167 -
54446 -14574 +
66785 -26435 -
9423 63707 +
9010 -44049 +
64262 -95486 +
1437 -41845 -
9140 39222 -
20989 -51097 +
65962 14853 -
852 -23100 +
38914 -24968 -
21903 9494 -
17682 -81174 +
30148 -72270 +
62998 10574 +
4443 -15909 -
41564 85654 +
55045 95260 -
27867 -64973 +
48936 -50998 +
60317 99297 -
32334 56610 -
6825 76168 -
60662 -97511 +
51124 91106 +
46802 44943 -
16088 89650 -
67586 68943 +
28194 -989 +
65773 -21913 -
51157 75699 -
44937 71092 -
27697 -82798 -
59243 -49769 -
26710 66984 +
10997 -50191 +
5055 -44524 +
20286 98654 -
35020 48984 +
57291 32332 +
47753 33297 +
41577 65751 -
3763 16622 +
25336 -75452 -
3806 35546 -
42300 71143 +
52595 -28407 -
3608 34026 -
35527 73813 +
35149 -85405 -
61736 99851 +
29307 68886 +
17581 -60579 -
68154 49570 +
41809 -56380 +
2208 -16621 -
16204 -13144 +
49379 -26221 -
31684 -83348 -
32570 -3065 +
9097 31261 +
57050 77429 +
53081 88731 -
11497 61090 +
47106 -69395 -
39204 88021 -
576 -32245 +
29454 -12193 +
25948 6938 +
22009 -79526 -
42031 -73987 +
53967 34340 -
60448 17830 -
34758 214 +
56146 86363 -
31967 -93069 -
316 53534 -
5632 -9381 -
53923 -86227 +
2370 -16258 +
22744 5785 +
18546 -24180 +
67197 67181 +
29390 41575 +
17213 -56296 -
58678 -60301 -
20542 -78911 -
21718 37385 -
42855 -11076 +
61529 -58154 +
6068 97470 -
6889 -87551 +
2765 -64038 -
18078 81330 +
21838 -29133 +
61625 -62685 +
3960 83639 +
3768 -34041 +
65728 -30496 +
48742 42976 +
33030 24047 -
10633 2533 -
36484 -17131 +
60685 70781 +
21722 82684 -
17538 55389 -
60644 80841 +
10641 -72415 +
6537 99139 -
19964 -46479 +
40024 -5733 -
44279 34344 -
33300 -45352 +
13503 45489 +
13549 -70631 +
50824 20634 +
49519 68535 +
15366 -83259 +
28428 -42615 -
20624 -96897 +
55723 -88588 -
30003 91580 +
23652 77622 -
17551 97437 +
33173 42777 -
8322 85337 -
1913 64412 -
53277 90167 -
9785 -4648 +
3599 -6044 +
65158 -70207 -
19755 -26961 +
17315 -39693 -
36442 78883 -
34571 7142 +
5940 73183 +
4168 -32408 -
43520 93270 -
34342 54463 +
38322 -77595 +
53071 58760 -
67242 -73644 +
39123 -57428 -
59757 60884 +
57948 57015 -
57310 -46901 +
60564 -62385 +
21900 65977 -
39418 50769 +
46052 45536 -
22804 53941 -
30384 -68601 +
37724 78176 +
42997 -16569 +
9182 -58326 +
14454 -91047 +
48564 -29452 +
61822 91995 -
4683 3687 +
20478 74134 +
61552 -57077 +
26112 53952 +
24253 -69182 -
9614 -88860 +
5640 95357 -
37292 -21883 +
35807 31458 +
35167 -21814 +
28805 84075 -
27695 63910 +
34712 -22265 +
31502 -96485 +
62295 -54265 -
48423 -94578 +
20543 -79377 +
60250 1488 -
15639 -29194 -
5437 -60627 -
53621 54704 -
53057 70991 +
64670 -27955 -
5844 -42928 +
26317 -16256 +
57977 82673 -
64731 -487 +
44902 2278 +
56517 91361 -
45948 51701 -
45576 -32892 -
34366 45295 -
9328 -86368 +
22700 7755 -
59801 95852 -
39564 -27909 +
52647 -43477 +
27251 67897 +
43753 15761 -
30965 35502 +
28662 20387 -
15705 62748 +
32351 -10005 -
34470 2041 -
59071 8347 -
33924 -96379 +
66759 23107 +
5904 -60910 +
67592 80843 -
45967 -30331 +
28058 -59598 -
803 -15258 +
14754 33964 -
58516 -288 +
38585 -594 +
9299 19249 +
8877 -21508 -
46357 -5969 +
55767 43965 -
68080 -4469 +
29934 90444 +
54727 -56389 -
12017 80125 -
21615 48878 -
38652 99139 +
4169 57463 +
56864 -44097 +
47972 59263 -
9918 95707 -
439 93888 -
5638 -5838 +
23563 -38904 -
6273 -68996 -
67337 19422 +
17788 -25001 -
34321 -23351 -
5981 -97365 -
31492 -96206 -
42042 68782 +
39890 -91627 -
48246 -78479 -
36479 -47743 -
47074 82542 -
13722 56752 -
17111 12482 -
18313 -84158 -
34153 77340 -
18148 -5973 +
26797 36759 +
57152 78902 +
22199 -58106 +
63529 -88882 -
51916 -4244 +
40493 56619 -
45269 -37239 +
63106 -53196 -
7204 -2960 -
1456 4351 -
25051 -32769 +
59419 21822 -
34192 92786 -
26016 -66315 -
38379 -20865 +
872 56163 +
63547 71692 -
6730 -5798 -
23633 42794 +
14773 89290 +
45908 -78387 +
24604 -59644 -
41930 -55142 +
50740 40823 +
53355 -37178 -
52873 52612 +
17856 48172 +
58727 38034 +
6184 -16326 +
66176 37856 -
64942 -16664 +
53858 -26951 -
3992 6483 +
65489 -53462 -
2093 61692 +
31658 65031 +
20758 -14915 -
20402 -30054 -
44379 6816 +
62826 -48476 +
68093 17615 -
29455 -39650 -
21058 -28811 -
14930 -37013 -
54411 21649 -
44669 30973 -
40701 95417 +
16894 -43624 -
25159 89871 +
31846 -14454 +
43648 -44843 +
18571 97718 -
22688 57652 -
9311 40448 +
9334 -5218 -
25900 55604 +
30707 51604 +
35732 95645 +
47785 -17001 +
60855 4840 -
50619 -17983 -
59439 -72023 +
54559 75489 -
12277 -40888 +
5953 9420 +
65462 31183 +
4314 -68819 +
29552 -99412 +
66617 -6887 -
65585 -38698 -
29777 97940 +
63155 34727 +
14496 34831 -
22203 -91585 -
11046 41936 -
54621 53079 +
20412 -21504 -
58321 -42826 +
6311 36637 +
40041 29368 -
13974 -88165 +
14405 52815 -
40017 -63841 +
58422 -12124 +
39060 60045 -
39481 -16408 +
1111 -42066 +
66562 -85558 +
6765 5338 +
56526 -56114 +
5586 -82483 -
65787 -9655 +
14909 -70850 -
12294 -79209 -
22426 -87426 -
51879 -18201 +
754 40857 -
45196 -7079 +
26006 76491 +
28411 99853 +
65822 97701 -
39558 24550 -
53648 58020 -
30495 16735 -
9871 14501 +
11114 -61355 -
44888 36297 -
31744 -36871 -
3675 -78060 -
29299 -49193 -
40777 -20003 -
10050 59941 -
33205 86609 -
60008 -40849 +
38156 -56061 -
1272 -80183 +
53163 75079 -
67585 -49744 -
9294 99958 +
35687 25192 -
63600 -99959 -
18732 -70051 -
17285 71275 +
14564 -90380 -
16148 -13190 +
22817 -35023 -
36688 -27989 +
18451 43148 -
36095 43999 -
14817 -41664 +
58349 92639 -
55323 67199 -
48552 28419 +
4645 48676 -
35567 73357 -
16686 -2285 -
38585 50942 +
18669 63224 +
56791 81129 +
36295 -64844 -
61021 69993 +
26825 69112 +
38776 -206 -
21785 17074 +
12403 -88266 +
58736 579 -
5088 -17300 -
9491 -73626 -
21692 61025 +
21086 33817 -
11287 9406 -
3123 54526 -
41093 -76807 -
43707 -63012 -
39966 61549 -
46516 -32777 -
33387 11686 +
497 -15054 +
38398 -89276 -
13556 67102 -
39858 -53647 +
58298 -84106 -
42486 -7762 +
14871 -37900 +
29512 -57260 +
57383 -87731 -
7374 31722 +
9589 -86759 -
30269 -60842 -
52691 72579 +
42441 -34380 -
7905 -74763 +
47568 -27633 -
66915 23436 -
2909 49628 +
24741 84518 -
19229 -12204 -
66439 20132 +
48102 41631 -
4658 81402 +
49248 -22912 +
42085 52880 +
52716 56382 -
43652 -18757 -
38458 -97973 -
1689 -72570 +
60908 -23630 +
18223 33405 -
22357 -90298 -
7446 42966 -
7927 17836 +
52477 -99546 +
44071 -82969 -
41846 -67983 -
66634 -76164 +
44965 -57391 +
2921 2597 +
48278 9806 -
56399 -24689 -
29073 62498 -
12814 -17810 +
67626 90928 +
19470 77764 -
31502 98465 -
30894 -41861 +
65758 28551 +
65910 -94478 +
14373 52153 -
6709 80538 +
55309 39855 +
36072 79909 +
65406 75586 +
28835 -64317 -
15877 37814 -
33756 27387 -
2647 -82928 +
59880 -74431 +
38489 -13759 +
8055 94564 -
64512 34597 -
28140 69345 -
29911 -11161 -
59211 -64309 -
22128 76302 -
67739 79019 +
9712 31169 -
3038 49746 +
25772 28184 +
47886 97609 -
38077 -97323 +
47873 -67282 +
30432 -55770 -
35062 89909 +
23027 -5759 -
8719 56415 -
18105 79762 -
23499 -83445 +
14252 81681 +
27405 48310 -
15090 -408 +
47338 -15178 +
30730 56123 -
50195 -4208 +
42746 -79300 -
61508 43251 -
60662 -13319 +
12885 65988 -
21583 -68000 +
5529 40768 +
22896 29498 +
18093 80450 -
43911 84067 -
32708 25762 +
2282 -39357 -
62990 -39988 +
21253 -98160 +
40211 17113 +
11653 13731 -
38762 59087 +
18681 72312 -
67608 -31129 +
41533 -93658 +
39167 -16915 +
36128 81924 -
7872 -6619 +
18009 61212 +
55011 3381 -
62384 8188 -
14299 -37492 -
43110 -32280 -
61119 40205 +
33826 -50036 +
27049 23058 -
61401 28614 -
19394 -67379 +
58444 -56874 +
65806 97548 -
59925 71922 +
66623 -25015 -
1969 97935 +
10990 26283 +
2590 5590 +
19803 38983 -
54974 78070 -
15467 -88523 +
40571 32025 -
18539 48716 +
12829 -37594 +
53644 91360 -
25496 -13806 -
14083 52150 +
47271 974 +
50394 -32010 -
43983 33493 +
11110 -93205 +
48382 49503 -
16591 -49734 -
21782 60208 +
58552 79210 -
16211 -28315 -
36331 75922 -
32856 33052 +
55327 84764 -
25444 81148 +
649 -58346 +
13050 -26563 -
65005 -82404 +
64844 15582 +
12581 97891 -
36028 -1697 -
6410 -41137 +
58083 53822 -
65430 60512 -
53278 -92573 +
58022 4561 +
66480 41541 +
426 -7887 +
4383 -84876 -
38486 -75557 +
33775 70631 +
33223 4331 -
65408 -85507 +
29645 76315 +
24234 14698 -
21492 -25389 +
50125 -40352 -
25858 -11559 +
4985 18151 +
25470 41683 +
25037 42763 -
24078 72647 +
34072 -18287 +
43809 32177 +
28196 72123 -
28686 -90456 -
32023 -26320 -
11622 42497 +
64129 26361 -
39935 28973 +
67653 80207 +
1519 27436 -
45108 -29171 -
52627 -68197 -
42588 -66223 -
54267 -90888 -
50116 -50152 +
32370 4596 +
19185 -27068 -
62155 -99814 +
50326 -73498 -
11589 -46965 +
50256 63474 +
30702 20805 -
67950 29341 -
23535 9322 +
53066 -66780 -
31302 -41221 -
64071 22826 +
56945 -39306 -
28771 -5095 +
63932 68590 -
6577 -23831 -
30895 -76761 +
45074 68246 +
2963 96421 -
51404 36665 -
1143 93721 +
33077 -59042 -
50873 -93128 -
55771 85102 -
1161 -33526 +
23669 -21728 +
4808 54240 +
7719 -47550 -
62161 -33356 -
49782 -71858 +
13997 18195 -
1618 12451 +
1153 6338 -
38668 -67030 -
42902 13207 -
51791 61262 -
21893 -45297 +
48237 59063 -
7093 -89187 +
45629 -24348 -
3901 -66113 +
13505 27152 +
55227 -20327 -
19429 -30350 +
50703 77252 -
47730 -65495 +
30821 -25869 -
13146 91732 -
12908 89542 +
56532 -23880 -
12337 74226 +
6857 6164 -
31502 70479 -
8730 -45099 -
21039 -39838 +
49929 -44890 +
18297 11237 -
24014 -4139 -
5947 -42114 -
17552 -79671 +
15348 37319 +
14715 9924 +
61163 97914 +
24499 -37675 +
22124 4780 +
20280 51611 -
56083 67842 -
18255 -67067 -
40091 44292 +
16518 -4047 +
38116 -55425 -
37370 96860 +
23538 -79422 +
40317 80618 +
47043 99647 +
24766 -23610 -
29311 52971 -
84018 220
48382 -60097 -
50184 95269 -
42455 -37135 -
45846 56810 -
10293 -12355 +
40546 81580 +
79706 23938 +
56344 29552 +
68487 31284 +
36344 -69208 -
39066 88656 +
6468 11091 +
71773 93183 +
44278 -4115 +
76928 11196 -
35415 -52311 +
16941 -5469 +
61571 -52137 -
10448 64604 +
2821 -67580 -
75832 60866 -
43453 -7279 -
81962 -25470 -
11228 -83828 +
59245 -10408 +
12965 -30753 +
38768 53172 -
79389 88177 -
26231 37081 +
41039 42866 -
13999 75991 +
14281 71843 -
47180 40140 +
80877 -44592 +
23473 16500 +
69651 54059 +
12999 49610 +
36267 27365 +
10892 -87756 -
26964 33251 +
22626 -30287 +
44108 -48528 -
67541 -57648 -
59980 11327 -
60525 -83151 +
68323 70803 -
54882 84664 +
67904 -17224 +
38821 29255 +
70685 -54535 -
57052 37006 -
57182 -92056 -
5820 81603 +
15810 -27313 -
31986 88978 +
65793 -7294 +
13327 -95866 +
3539 -3903 +
48779 38863 +
81891 -61915 +
1504 66857 +
15830 91223 -
542 49867 +
17804 21684 +
74125 88483 +
66583 -46190 +
32840 -29110 -
76495 -5298 -
61828 -85697 -
82946 68563 -
53910 1072 -
11652 -80402 -
79340 -8781 +
39443 23157 -
67948 91616 -
2521 -16723 -
19641 97021 +
1973 23420 +
41071 -39165 -
52593 -27476 +
66063 17425 -
43581 31194 +
44936 5189 +
67893 45388 -
11813 -93831 -
30740 -82385 -
49756 -61662 -
44592 -9244 +
4908 -69015 -
36471 -15854 +
25748 -52255 +
28303 -84766 -
59790 88282 +
78577 -36187 -
61199 90797 -
28594 -26672 +
78867 87683 +
38738 72914 +
52874 97860 -
79008 38336 +
80245 -89877 -
28874 -9166 -
28850 -89501 -
25150 -12008 -
6187 96552 +
64183 97288 -
50743 -21490 +
61858 68575 +
66844 -66063 +
22668 -32570 +
19388 -12382 -
798 -35354 +
74039 -12829 +
61511 -65474 +
10003 79491 +
69756 -75740 -
18163 -57005 +
83283 68507 +
49976 16177 +
153 29296 +
3172 -87904 -
35214 48064 -
67818 -13690 +
41266 -99060 +
67085 87175 +
45590 -90283 +
41817 -8519 +
26725 83051 -
55940 72279 +
2467 30690 -
1642 -96865 -
4468 -75828 -
73895 -11944 +
32232 -40973 -
26497 -80343 -
46988 -25668 +
34428 -75872 -
13678 -77543 +
36525 -17172 +
20093 -45677 +
27113 -63625 -
41675 -91914 -
18067 -1394 +
49458 -37946 +
6686 -65484 +
5445 74390 -
70435 62205 +
75137 76199 -
1564 4314 +
77986 69651 -
34289 94653 +
18502 27179 +
