68
53955 831
50849 37961 +
18002 -53659 -
55259 -12732 +
20099 -3979 +
33265 72419 +
708 38654 +
12195 50093 +
7756 -41987 -
32693 -14491 +
30869 82106 +
41806 -40717 -
32880 -35070 -
22752 39731 +
49001 38767 -
3055 -52655 +
2712 -16016 -
35175 -15225 +
50855 92353 +
51738 1964 +
14909 34802 +
26985 -80231 -
66540 284
22307 -88464 +
3947 -49981 +
3106 48371 -
13052 86010 -
53402 28427 -
15865 -97005 -
42117 59097 +
933 -90860 -
11373 13574 +
3159 4718 +
22369 -52509 -
4998 21586 -
62512 -70108 -
60609 52044 +
55202 1876 -
50038 -39988 +
32907 2521 -
44338 -68168 -
40775 -72534 +
8277 -7264 -
10905 65888 -
5865 13957 -
14303 -73826 -
62323 55909 -
16720 -98859 -
35226 -8473 +
58707 -8059 +
64632 -28341 +
5592 37687 -
60089 33746 -
40392 -72737 +
24656 -55195 -
15934 -68829 +
3379 -15339 -
64874 57955 +
9952 20161 -
51660 -45019 -
6011 32001 -
24222 13033 +
5539 24547 +
25370 -68411 +
60574 -45816 +
13621 99606 -
27622 87510 -
56288 25934 +
49285 97287 +
13990 -50910 -
23639 -44348 +
7564 55590 +
54523 -39854 +
63227 -40677 -
47294 -80002 +
9146 60849 +
2846 -27780 -
16008 90406 -
25664 32483 +
39078 -31762 -
59843 -26368 +
17468 33972 +
19677 -36763 -
57435 -87673 +
10641 89626 +
56045 -66141 +
64453 -53773 +
60997 -86077 -
29448 5682 -
29549 89388 -
34130 -88165 -
2592 -26972 -
6313 6927 +
44312 -99168 +
31788 44244 +
28187 15551 -
59300 16428 -
48747 25320 +
23056 -35936 -
54650 88186 -
45925 4689 +
17681 -90329 +
25697 -59975 -
64376 -44643 -
1244 19806 +
43030 18331 +
38506 60751 -
29184 -63781 -
15374 -76331 -
44371 44155 +
17653 -60 +
10180 14464 +
61365 83589 -
12206 89344 -
51922 -65662 +
37857 28928 -
60286 95049 +
56374 30217 -
28998 71418 +
45718 34113 +
38151 -2906 +
19066 -68311 -
10100 -49573 +
32039 -68447 -
42586 -86521 -
53431 68826 -
46444 86701 +
48857 88944 -
60149 -97122 -
36477 93262 +
12425 33286 +
26652 -22237 +
47178 -22332 -
17160 39452 +
32660 23621 +
45138 -88682 +
66141 652 -
24817 48319 +
33536 -70821 +
14220 22856 -
11394 38227 -
12970 -34113 -
54294 -23145 -
57122 21986 +
33537 -78398 +
49031 -90082 +
5749 59090 +
3488 -63297 -
37377 -67915 +
335 54154 -
62004 74272 -
4170 90388 -
61261 85695 +
61652 50863 +
46341 92955 -
25150 -71010 -
15282 -22696 +
26129 -83865 -
46374 46980 +
10991 -75354 -
26900 14614 -
2649 97051 -
63114 44776 +
14374 -16651 +
64741 21228 -
29204 54618 -
59908 -22067 +
65543 84445 -
4774 70443 -
49902 42535 -
33281 2291 -
4834 -62984 -
37341 -15327 -
42175 88323 -
43114 14793 +
9528 64775 +
25897 -49103 -
34013 99391 +
16711 83860 -
63774 -36781 -
42973 -72397 -
12052 74481 +
32722 -82020 -
12405 36046 -
19245 83202 +
725 -38948 +
34193 -31897 -
22545 79842 +
66523 61479 -
34762 -61876 +
52504 -44955 -
47496 -80578 -
50270 -43802 -
3468 64242 +
54232 -48680 +
51286 15765 -
23388 45957 -
22401 92907 +
56678 98979 -
48990 97219 +
12444 -90273 +
35562 74996 -
5724 -75075 +
24509 -85708 -
36572 2565 -
12182 -71425 -
27573 -10688 -
44451 -8321 -
14875 -46869 +
61295 33755 -
31232 -37225 +
3537 65422 -
18202 -66617 -
37601 -33450 +
46372 29148 -
49149 73985 +
16037 -80192 +
24007 -67434 -
15737 -34869 -
23360 -92582 +
55455 -1245 -
42522 -98312 -
55547 76777 -
10931 -12466 +
28528 45797 -
18243 -11324 +
64263 -24072 +
4205 48345 +
65074 62694 -
62339 -46431 -
36234 31392 -
10093 -77065 +
12755 16522 +
14526 -97893 +
1145 25767 -
40327 -96360 -
25064 74663 +
1852 -50853 +
58897 -31917 +
53141 -38541 -
36331 -3960 -
62330 -21293 +
3841 87020 -
50746 -77747 +
50424 -50070 -
40543 78121 +
39871 -581 -
6312 39437 +
50580 88457 -
22045 32885 -
60994 -58207 -
30136 26656 -
2156 50538 -
42946 53846 -
25616 97673 -
24744 27929 -
40176 56185 -
53826 95865 -
57738 -4391 +
14271 52673 +
19258 -27889 -
50635 -69966 +
15441 42935 -
64859 96308 -
27896 77098 -
51770 59836 -
30917 -96329 +
43391 -87637 +
19738 43903 -
60692 -42093 -
54049 26063 -
16748 -34646 -
21511 -64844 +
9397 -90566 +
3186 -4872 -
51466 -98704 +
1882 -69340 -
60133 -55426 +
21076 -24656 +
48119 37674 +
26205 -47875 +
42531 47051 -
12189 -21894 -
24144 -25545 -
64932 -23552 -
61541 31167 -
35988 6333 -
953 92901 -
29940 13227 +
45651 -70818 -
17725 57746 +
21993 15581 -
16276 51247 -
18963 75165 -
57272 -5731 -
32940 -81677 -
61336 69500 +
45349 40218 -
19917 10398 +
18410 2118 -
51810 -68436 -
20274 -56290 -
50316 60971 +
59667 -9648 +
52381 74086 +
34168 -34353 -
53564 -47642 -
85277 222
18873 29809 +
7062 -52285 -
60979 -16560 +
7765 51859 +
81108 38649 +
17194 -84495 +
67030 30344 -
78568 11479 -
20867 -24249 +
65688 34233 +
48325 94789 +
20743 -73526 -
84404 680 -
33702 85527 -
3205 -88991 +
62626 -34125 +
51144 2660 -
31399 20415 +
35137 24065 +
9447 -90613 -
3210 -89187 +
42687 63390 -
80559 -7431 -
77462 -56563 -
3597 513 +
83962 -27740 +
462 -55089 -
27391 -13096 +
15707 65599 -
82703 -63108 +
9912 7634 -
10252 -35120 -
10499 -32864 -
41452 70990 +
71524 6751 +
50632 50134 +
24850 -85399 +
80534 94093 +
58980 61246 -
27679 61445 -
50821 -1739 -
35348 -24514 -
47381 92709 +
37311 10026 -
35855 -11142 -
19891 42859 -
40824 22064 +
80169 -72447 +
26624 -80366 +
38640 -36068 -
24133 -38112 -
73550 98709 +
18249 -60750 -
77680 -18607 -
83873 34200 +
5857 -90946 -
9330 -61250 +
55795 95407 -
6340 42871 -
23578 -12292 +
54189 90611 -
32319 -81659 -
79804 78283 +
67775 42882 -
2113 -19985 +
27627 61358 -
44036 -45819 +
33751 -10066 -
34152 -20864 +
26223 35538 +
71104 14093 +
50597 42249 +
36445 14741 +
64522 -35249 -
58244 -48384 -
49436 -6889 +
6242 -49700 +
32612 59669 -
47340 -25576 -
20117 7805 -
57674 -86320 +
44135 56234 -
50363 -8382 +
22566 40417 -
17649 -79993 -
57662 22250 +
82339 43275 -
76065 82265 -
65234 -67354 +
46294 82928 -
34952 -79560 +
28988 59959 +
75129 13512 -
82471 80489 -
7917 -33974 +
6023 -36094 +
9613 69 -
33029 16300 +
73848 -72477 +
2154 -70255 -
41821 -13623 +
33987 -667 +
69040 -48100 -
28339 71710 +
51706 93900 -
75574 25303 -
80467 -25930 +
50804 -58088 -
11519 16124 +
28033 -2771 +
70387 97628 +
73520 -42582 -
80446 52731 +
17030 -70057 +
73665 11890 +
1511 55286 -
232 -43710 -
54848 -25776 +
34931 -5048 +
52543 30437 +
14402 -74886 +
39905 5474 +
55461 70991 +
14409 57514 -
21711 49198 -
34908 76468 +
46283 63204 -
63358 64226 -
22217 42229 -
25813 -98953 +
57424 3352 +
38516 37386 -
84850 21256 +
68233 -35322 -
64933 54162 -
72275 85529 +
64797 -85524 -
39222 75448 +
52782 -47851 +
83000 -91391 -
26971 14974 -
51519 -49457 -
71714 -38892 +
7169 96433 +
19472 -23184 +
70803 46900 -
49918 68370 +
12701 -54524 -
21874 -32970 -
16318 85703 -
51518 -77116 +
59828 70883 +
60492 -77127 -
59527 -83195 +
77517 79113 -
22543 -43127 -
77030 -16014 -
44766 39227 -
52414 -68358 +
33275 -20003 +
62103 -61264 +
78890 -79024 +
81360 -38965 +
53309 -49184 +
24018 -15829 -
46705 -22722 +
80266 -62663 +
26617 -85613 -
71083 -37363 +
236 -48758 +
75641 -84661 -
49282 -22878 +
46223 8456 +
80470 -22159 -
21158 -948 -
23287 6465 -
31000 18190 +
40263 -45429 -
62815 -52340 -
74412 33297 -
7301 47922 -
33753 78859 -
53462 89753 +
4213 63541 +
61100 59843 +
14698 -85863 +
18520 61285 +
66688 48387 -
50159 -8293 +
15102 -87468 +
3718 -69364 +
75304 -17658 +
24294 9034 -
57593 -84877 +
28808 -88731 -
40004 -65492 -
62470 31871 -
14624 21808 +
38867 46796 +
63619 78983 +
66503 -47564 +
42691 -55944 -
57131 7802 +
63229 -91566 +
73429 36335 -
56323 34912 +
67487 34063 -
10300 -94165 -
63513 20650 -
70067 91502 -
44248 65355 -
34357 -77571 +
44882 68559 +
2610 12060 +
20296 -50659 -
37493 10518 +
81911 -33482 -
66080 -66586 +
63153 24960 +
14357 -12946 +
44469 21127 -
11315 -70519 -
5543 305
2316 -91100 -
5153 -96023 +
2831 46170 +
3912 -36717 -
180 8711 -
4467 -27407 -
2703 26407 -
2534 -23760 +
1855 -69720 +
1931 83971 +
4290 -80379 -
4693 79492 -
5314 35581 -
3148 66989 +
2555 64465 -
58 -82034 -
4168 26766 +
5110 14675 +
4450 92795 -
1287 42559 -
4352 -59780 -
2373 -59645 -
2125 -1197 +
301 27272 +
594 16057 +
160 17622 +
1887 63243 +
2735 -82467 +
3915 -39049 +
1356 83609 -
457 -1525 -
496 -95781 +
1190 52556 -
1471 -25259 +
2948 64586 +
3165 -92492 +
3968 -5935 -
5008 -82363 +
3856 -76323 +
5098 61228 -
3397 34545 +
5310 -19074 -
1527 7925 -
224 -74187 +
3011 -71245 +
3542 44864 +
1676 60296 +
1814 -70019 +
4788 -99805 +
1097 -76468 -
136 64377 -
22 -85938 -
1961 -21710 +
3355 -60557 +
5215 21488 -
5100 21556 -
2474 -22017 +
1247 -99373 +
2387 29037 +
2957 -39865 -
4038 -80981 -
201 55085 +
2806 -47035 +
4409 20766 +
3086 -41271 +
4926 -46641 +
79 26404 +
2775 88136 -
3521 -35124 +
173 73569 +
4934 -71749 -
2026 -7417 +
5388 -29018 -
2686 -29589 -
2317 21267 -
5188 61282 +
2390 -39101 +
4753 89375 -
2729 -81795 +
874 -66826 -
5122 97757 -
1633 44055 -
353 86846 -
377 68236 +
4275 70423 -
3819 51126 +
5004 -12037 -
2069 84689 -
52 97950 +
1079 -76062 -
3744 71064 -
3289 85147 +
4873 89852 +
46 6890 +
4183 -21298 -
3667 79863 -
4955 20782 -
41 75804 -
2302 -30367 +
3146 -50007 +
3276 -71601 +
253 -69303 +
4488 21513 +
2312 -44085 -
2056 43459 -
1356 22556 +
2763 42802 +
2021 57742 -
4312 14134 -
2037 -61366 +
1270 -12763 -
146 23864 -
3120 -86790 +
1049 48182 -
2249 -91353 -
3828 -97976 -
2219 -73941 +
2381 88780 +
1399 66577 +
4657 -58441 +
2550 4511 -
3665 -65859 +
3935 -15457 -
4937 80655 -
3175 81932 +
766 97323 -
5368 -63137 +
1155 -50385 -
5177 25691 -
1484 -40685 +
1020 -1588 +
5107 -41065 +
2381 69907 +
4309 30129 +
2358 -65834 -
2659 -47285 +
5300 61598 +
261 -90920 +
4156 59322 +
4328 98200 +
5321 -51261 -
5028 -30665 -
5336 34471 +
893 -51164 +
3592 85633 +
597 81618 -
1850 3426 -
3030 -20812 +
3498 -41810 -
1310 -19915 -
3847 95415 +
849 55705 +
2257 24588 -
806 38967 -
179 65854 +
1783 -41881 +
3632 -82234 +
4006 -5463 +
4730 -11442 -
4911 82069 +
4463 64178 +
3842 27389 -
3693 -46960 +
4107 -85014 -
3678 83077 +
4877 -3763 +
3706 94846 +
3425 57066 -
21 88604 +
2098 54340 -
5443 -31422 -
1490 59374 -
1182 -11766 +
43 -61387 -
3752 -56393 +
3756 78848 -
3444 -44793 +
4562 -48171 +
2677 -83495 -
3160 -30606 -
2747 5575 -
3061 -55451 +
1080 -59900 +
396 -47234 +
1601 40648 -
1582 -29001 -
5013 67576 -
4696 93528 -
3158 88579 +
1081 -87048 -
4556 14562 -
418 -69919 +
3704 39330 +
4040 39733 -
2833 80614 -
3218 50956 +
4631 -56730 -
2686 83697 +
3576 77017 -
4577 63850 +
3315 -76197 -
1447 67845 +
2007 -87511 +
2222 -18030 -
837 -76790 +
2853 61766 +
165 -70510 +
1149 62006 -
1170 93344 -
4328 -79305 -
3575 72192 -
1445 -70465 -
2364 -51544 +
2169 35932 +
3475 78459 +
1713 -4485 +
2379 -45089 +
1299 -1695 -
3210 -82986 -
363 -6810 -
763 98652 -
1576 -63958 -
2352 -7022 -
3319 82720 -
4164 -71205 -
3966 1971 +
5017 61619 +
1814 -77949 -
4320 15620 -
5531 76598 +
4791 71015 -
592 -80435 +
2662 7328 +
3786 99078 +
3134 -57345 -
743 163 +
4916 25898 -
3945 -90484 -
733 -77201 -
3870 -36195 +
257 -83398 +
874 73789 +
101 83699 +
4794 70780 +
5055 98636 +
1628 -99114 -
985 81783 -
4960 6839 +
1565 -31390 -
4684 -4170 +
1287 -68499 +
3895 -4968 -
5305 60234 -
1902 9511 -
141 38108 -
3737 61650 -
4149 91489 -
474 -81862 +
953 -17312 +
3871 87612 -
4009 89891 -
5278 -15539 +
2346 -29636 -
171 46979 -
3699 96431 +
3227 46663 -
898 -49233 +
5362 20643 -
3515 65547 +
1438 40779 -
3949 94434 +
1908 -26422 -
899 -53559 +
2482 73856 -
4082 -76900 +
4427 83141 -
2757 80329 -
1907 61869 -
2429 -86853 -
4047 -79287 +
2685 -32812 -
1622 49757 -
4036 -3671 +
5419 -49445 +
1591 -59910 +
1816 -1341 -
1228 96270 +
4236 44999 +
2019 -13567 -
4732 -45462 -
567 -25807 +
188 -33112 -
3590 70204 +
5541 60407 +
1307 -95285 -
4623 48060 +
715 28183 +
2340 -84029 -
3696 15082 -
3892 29530 +
3522 -47465 +
2093 52298 +
5046 46953 -
1228 6044 -
3239 55671 -
56138 269
32869 13327 -
25514 -33664 +
14158 -5508 +
15851 98012 -
18126 -61329 -
16732 -59424 +
42985 84250 +
1273 81312 -
24000 -86711 +
46545 39950 +
30749 -606 -
55116 59904 -
37084 -44442 -
48130 -89543 +
13361 40706 -
44301 -11591 -
11793 18684 +
48144 -71540 +
1240 -65621 -
47513 77776 +
13114 40307 +
19852 -19708 +
39138 -55102 -
41384 886 -
18079 -29500 +
8107 47196 -
52024 2225 -
23857 89962 +
18780 87950 +
25487 62587 +
14421 81917 +
34758 -10609 +
47654 86746 -
19361 -34583 +
13627 -92081 +
1440 16315 +
54493 -47980 +
48234 56263 +
50961 77299 -
18066 -88887 +
3228 -60997 +
1542 27887 +
8975 -72128 +
25086 -9160 +
39786 36220 -
1911 -10300 +
25607 -68422 +
44931 31595 +
4145 -17531 -
15586 -62757 -
51099 70514 +
38780 -45073 -
53727 -35495 -
43554 -19938 -
50058 -67235 +
17072 -91189 +
28233 -41387 +
7087 -10921 -
44919 -45739 +
23310 8155 -
11333 -43540 -
53811 20199 -
47618 69921 +
50427 -32914 +
4098 -95258 -
33348 -12140 -
44666 -69845 -
30397 71097 -
12146 -60627 +
55800 82752 -
54828 82805 -
14548 7218 +
35655 80149 +
22918 98579 -
32106 -20672 +
48392 3864 +
30332 -70857 -
34073 2538 -
53864 71002 +
11146 92662 -
19192 38345 +
22295 92277 +
31748 -22319 -
2448 -65219 -
26295 -64229 -
11195 82945 +
14365 51864 +
42206 51291 -
2715 -65098 +
1551 4176 +
54495 -32715 +
37278 -39200 -
13146 -60755 +
46105 23235 -
48762 -3655 +
36823 -53289 +
19071 30431 +
10082 -17463 -
36713 -25790 +
25132 -44319 -
371 13592 +
35115 55815 -
53017 41193 +
14865 -96441 -
4697 94926 -
55627 76814 +
51563 6301 +
10551 67826 +
53986 -53703 +
7801 -94088 +
5086 32767 -
49524 37288 +
36099 -1933 +
21458 -54583 -
25884 5362 +
13385 -3902 +
8317 -30217 +
47707 -96949 +
270 -17268 +
23782 -40997 -
4659 -20224 -
35457 -42363 -
3646 -87857 -
49772 -20967 -
26003 -44958 -
10494 364 +
42313 -61695 +
16490 18855 -
30426 -22753 -
41994 -87936 -
54981 34703 +
33966 44314 -
49899 26251 -
48236 18861 -
36039 28116 -
18441 14002 +
54225 -4584 +
29463 7525 +
8633 78148 -
3689 51101 +
20927 -74959 -
19527 22341 +
45990 13794 -
54647 -44227 +
53339 3039 +
35274 -84592 +
21034 9823 +
56135 -61123 -
42489 88670 +
52824 -10077 -
4647 -56120 +
44011 35858 +
48545 74552 +
21372 -34806 +
23280 36721 +
23311 -56888 +
6859 -54970 -
29116 -16172 -
22496 19199 -
49337 29459 -
13217 -77552 +
19806 -82402 +
35225 12082 +
26985 -10416 -
36682 -25469 +
35055 -63889 +
26207 49933 +
41147 31888 +
9919 30335 +
48008 -89911 +
8592 26442 -
36445 23523 -
14884 33289 +
7751 -7909 +
25706 -69916 -
35871 -38465 -
40641 -80048 +
27304 80561 -
18898 -3667 +
21868 -67459 -
29566 -43610 -
9755 -98361 +
15593 73630 -
49949 82647 -
29545 18084 -
28691 -24227 +
15235 55913 +
38718 -15360 -
43388 -62100 +
1511 -17907 +
51167 -86053 +
27501 -79221 +
16623 23804 -
2295 63673 +
45043 -74647 +
5924 -10962 -
32397 46029 -
8665 -18018 -
51514 91524 +
13091 -72602 +
14922 -2192 +
50547 -13939 +
42353 -29234 -
41350 98921 +
51874 29252 -
47716 17863 +
14399 -27792 +
19313 -52863 -
15205 -40904 +
9390 91928 +
41672 -83247 -
34101 7037 +
33796 -75398 -
12692 -89648 -
4594 -13048 -
36653 63864 -
23336 1282 +
29098 69592 +
4990 77116 -
27782 -14673 -
37458 -85998 -
33327 -50865 -
39542 64890 -
39691 -98609 +
30986 -28181 +
11217 98200 +
25773 -21185 +
18206 47430 +
31709 72186 +
29451 -9024 +
16250 52101 +
23029 14747 -
25580 -11118 -
36130 72517 +
50439 94499 -
23227 30024 -
16072 -85933 -
11173 83856 +
35720 -34326 -
55072 -48860 -
26121 -50685 -
43237 41239 +
40451 -57060 -
20209 24796 -
38923 -96558 -
7175 35769 -
23400 21623 +
47570 4396 -
39442 78528 +
32175 13632 -
42408 -97172 +
47799 340 -
16889 56684 +
13428 -16632 +
38833 68102 -
42789 -70081 +
31963 10793 -
13558 -29284 -
1318 -30733 +
7178 -28672 -
41729 -22804 -
56107 -70704 -
12376 35074 +
43782 38917 -
4169 6575 +
2109 -78973 -
45805 -40874 +
48850 -97462 +
49083 -61611 +
2870 253
2289 -83908 +
688 -40589 -
2320 -28562 +
602 36079 -
1679 55538 -
1878 -59379 -
2324 22041 +
1362 -80440 +
358 -3342 -
2371 9819 -
407 14360 +
2839 -61637 +
2809 8222 -
684 66941 +
2148 29034 +
1465 -3661 +
672 28909 -
435 70646 -
1220 56544 +
1580 79437 +
2354 -54389 +
833 -10103 +
826 -25126 +
486 -43434 -
1164 81763 +
1260 -73721 +
2299 42350 +
2348 98612 +
1025 -16447 +
1964 -34083 +
1208 -12777 -
1319 -35957 -
1453 -22653 -
1416 9612 -
2154 82506 +
681 -71850 -
1732 32588 +
497 -23239 -
2786 -65384 +
2266 44373 +
2715 6127 +
820 -74419 +
1548 -30076 +
512 -32759 -
1338 12478 +
2005 55016 +
1168 -4574 -
1677 -61779 -
50 30207 -
1148 -30425 -
196 -83674 -
266 66374 -
240 -61938 +
1069 -40136 -
1427 -18671 +
1110 -47710 -
1240 2815 +
305 5432 +
19 85661 +
1839 -11610 +
1671 -26438 +
2263 -90822 +
1768 66729 -
2640 40268 +
1262 4861 +
639 46242 -
2579 -23472 +
1138 20510 -
528 -28946 +
110 43923 +
1551 51157 +
386 93851 -
2563 -52270 -
1485 -87973 -
1658 -70254 +
2677 -63230 +
227 -72340 -
1512 -56935 +
1206 18833 +
1018 -18214 +
823 -56291 -
2188 -80367 +
1277 63746 -
1671 33450 +
1604 -86380 -
609 -92003 -
1343 96307 +
574 -99496 -
2317 -31456 -
1663 -73664 +
1761 -91322 +
1763 -1906 +
562 12979 -
2520 74836 -
430 -6629 +
1199 41060 -
1637 -3702 +
2189 81919 -
601 -31141 -
2815 -37987 -
1801 -50059 -
934 9155 -
1832 56719 -
160 98285 -
2840 -3155 -
1960 35056 -
865 80501 -
2152 -51244 +
1422 86857 +
2858 -56961 -
749 -9253 +
1253 -17726 -
572 79332 +
1069 19276 -
1027 46724 +
2571 93831 -
1254 2501 -
305 -41723 +
1567 -54282 -
1634 -71398 +
2545 1067 -
239 93969 +
1307 831 +
324 86491 +
1387 -54337 -
425 74116 +
900 36217 -
1807 -96833 +
1092 29397 +
636 62561 +
662 82485 +
870 15958 -
2820 8541 -
1238 -31428 +
2099 24145 -
2474 33175 +
185 -70659 +
1302 65762 +
977 13384 -
676 39835 +
2177 -3392 +
2536 6788 -
1021 -23962 +
2869 -42898 -
431 -15820 +
2415 2431 +
2303 -76895 +
2364 -15895 +
1878 -8953 +
982 -78650 +
851 -18538 +
813 81472 -
577 2521 +
436 -76207 -
760 -96306 -
797 71888 +
2014 -7644 +
2019 61664 +
1764 87184 +
2734 34376 +
2648 -90896 -
2355 82870 -
893 60934 +
1059 -46936 +
2236 99147 -
2316 74196 -
2778 31831 -
1543 11061 +
1892 62720 -
2481 16928 +
1544 -53785 +
1862 -8435 +
1258 8407 +
1124 11684 -
737 -77872 -
808 -74759 -
2601 -42825 -
2705 25364 +
1105 -32748 +
2482 -67881 -
1610 -2279 +
2490 -76341 +
1747 90769 -
990 15399 +
1406 14184 +
2229 30456 -
626 -81446 -
547 68907 +
1607 7501 -
727 93692 -
1717 83566 -
541 -2346 -
1556 -13938 -
1588 -89946 +
1997 36355 +
2477 59913 +
304 48709 -
1312 -3793 -
1290 98010 +
186 49020 +
2186 -74280 -
1366 -31484 +
2508 51125 +
1329 94777 +
378 64233 -
2425 59566 -
1100 94384 -
923 47698 +
2623 90392 -
457 -60935 +
1226 57707 -
449 -7634 -
1880 34911 +
583 -54089 +
28 96140 -
1567 82178 -
2242 10012 +
1353 11580 -
1095 95283 +
651 42861 -
673 -78668 +
2401 -31721 +
2086 -25694 -
2220 -55190 -
499 11209 -
737 3073 -
2238 22037 -
1870 -44117 -
2471 -15050 +
392 -15231 +
2316 -53149 -
214 -39069 -
321 -21991 +
1769 -58750 -
1516 92591 -
2833 92983 +
2602 -21228 -
2387 60385 +
554 80738 -
2397 93218 -
1187 -63492 +
832 72718 -
995 -44635 -
1108 -51620 +
2518 69691 +
233 -64895 +
1125 28643 +
138 79664 +
2145 -48428 -
714 -88342 +
389 10995 -
2513 -67396 +
191 91881 -
34625 780
22438 -67115 +
12295 39875 -
23738 -15064 +
15650 -21638 +
17875 84621 +
6294 -6684 -
10694 46708 +
4182 -75808 +
2986 54236 -
30619 27230 +
26646 89511 +
8040 53436 -
161 -65405 -
10294 -21373 -
33658 69790 -
13454 3211 -
12501 80947 -
9310 -8124 +
29433 -1720 -
30846 57460 +
14178 -42740 -
17375 -51984 -
18254 99044 -
9537 47913 +
1187 73565 -
5723 63523 -
22947 -45078 +
25579 23566 -
11342 -47101 -
29462 -84108 -
27831 91174 +
2770 -35069 +
2794 26238 +
31807 95244 +
27466 -15656 +
14402 -29323 -
21200 -12722 +
22770 97085 +
25700 -62787 +
18381 882 -
29775 4430 +
4614 -3153 -
9731 82965 -
3119 -83215 -
32355 70391 +
21720 11758 -
9324 18468 -
25930 16647 -
9981 -68225 -
33044 74686 -
15854 -13935 -
9092 -5159 -
15366 18624 -
31429 -78458 -
10669 -47137 -
12656 49211 -
672 93436 +
25257 -81440 -
33852 -56379 -
42 39017 -
4849 62492 +
16876 88262 -
31957 9150 -
34293 34405 -
30362 -13400 -
27775 49893 +
26717 -33323 +
20493 -36775 +
8303 8846 -
25673 82766 -
10483 21047 +
27764 76175 -
2537 -23517 -
23814 -92392 -
13677 -8944 +
26752 -79568 -
34374 23319 -
20763 25001 -
9921 -37953 +
24794 6459 +
26957 -45383 -
14643 25634 -
11609 -21689 -
19588 -33856 -
17929 46818 -
27895 40052 -
23405 48696 -
1296 -72857 +
32774 49505 +
24379 -47351 +
9120 -41461 +
19558 29864 +
13406 -67828 -
11821 -64237 -
31477 -39152 -
126 -4414 +
17467 -94740 +
11205 -52396 -
20152 10495 -
23952 35436 -
22735 59485 -
10013 70558 +
3637 -43286 +
25229 38310 +
26147 -91285 -
22331 -65653 -
15631 -49782 -
10682 25010 +
25342 -94201 +
28738 44691 +
26748 -75443 +
33507 90674 +
9042 30164 +
22904 -18225 -
10608 15078 -
17271 -77092 +
5624 -29674 -
26460 16134 -
3627 75359 -
5407 55528 -
761 -35190 -
32801 -35262 +
25633 -32955 -
7297 53440 +
31503 -12472 -
3521 -81557 +
13261 95526 +
28006 -28815 +
19155 -44373 +
9892 99666 +
15457 -91024 -
704 41017 +
26175 14827 +
32233 -34869 +
34516 -16953 -
3488 92859 +
13207 13867 -
25642 -55953 +
25221 60898 -
25813 -71262 -
24068 -24773 +
13943 97155 +
11249 -68611 +
32111 53301 +
8037 -59625 -
11322 91769 +
21009 -8312 +
32063 37978 -
17651 69459 +
7094 -88261 -
30133 57326 -
18989 24321 +
20719 -70987 +
10251 20308 +
34541 -54029 +
25823 60798 +
14560 30769 -
27205 54238 +
26002 2594 +
12505 -38478 +
13376 -81110 +
29662 17049 -
27801 -8522 -
10793 -40162 +
15930 -85371 +
15115 -13758 -
2151 -95733 -
7104 -64594 +
62 35652 -
22187 2687 +
31427 -20477 -
9671 83730 +
8929 -1415 +
10620 31097 -
2443 68424 +
7095 -37114 +
21780 14206 +
27487 -43098 -
30394 89876 -
34123 99280 -
9336 96498 -
33867 -17394 +
25687 66239 +
19454 -39088 +
22246 52336 +
18113 -94397 +
15258 12906 -
7010 72060 -
21620 45869 +
17192 14460 -
14372 77083 -
19395 77489 -
6911 82574 -
12574 -96489 +
12932 -63759 -
30509 -28522 +
22193 -7954 -
10357 -51753 +
17146 25155 +
9590 43863 +
27842 14971 +
19237 -21962 +
10222 -33542 -
8509 49645 -
3245 30127 +
12699 -79797 -
14997 68712 -
21668 -82837 +
22261 -1380 +
17571 52164 -
4590 -29445 -
24017 13598 +
27466 86930 +
21348 -10901 -
11718 -72775 -
8130 -35898 +
25090 -28423 +
31737 53732 +
29401 78603 +
415 -31247 +
27252 -82684 -
14155 -5131 +
27756 86195 +
26373 -70743 +
26870 -11984 -
34560 -41760 -
30263 84507 +
6833 2181 +
1170 -86227 -
19406 -19062 -
7140 -54636 +
28329 -28301 +
16433 28773 +
7592 -16361 +
24260 15302 +
17809 21760 +
1559 32909 +
8433 -46118 -
23958 -82705 -
12562 -14413 +
26919 69228 -
8413 -82658 +
13533 81843 -
670 -24809 -
10506 -20165 -
9468 80102 +
4859 -76276 +
136 73118 -
10539 -38232 +
29411 -17487 +
14358 -20287 -
11318 68591 +
3501 14432 +
25944 58602 +
6853 -74170 +
3141 11745 +
21015 -6094 +
3093 -3179 +
19527 74970 +
20763 12028 -
6677 5889 +
27175 10694 -
7416 86700 +
27791 88209 +
33854 -7185 -
7757 31159 -
29651 -34463 +
19273 40420 -
15718 98901 -
861 74718 -
34371 -87424 -
1365 40842 -
29684 14972 -
7062 57440 +
16927 74646 -
21761 40128 +
17222 -9077 -
29048 -88131 +
16544 90891 -
11048 -70904 +
19914 -62996 +
33597 -87479 -
5296 -33222 -
9505 85214 -
3303 49515 -
29541 -15206 -
4354 -38011 -
28242 -42650 +
23999 49839 +
2035 -88222 +
19055 -96090 -
7583 28352 -
18703 -60699 -
17418 -50818 -
1213 -98721 -
12043 69967 -
10992 -40593 +
34190 44654 +
29335 81291 +
31591 -25915 +
33344 -87018 -
32914 -94724 -
25952 -49967 -
28680 88 -
31160 68762 +
20258 -34651 +
8351 78045 -
17881 49832 +
27670 25107 -
