74
13491 325
14940 11999 +
10779 -47194 +
43631 -65363 -
48900 79196 +
25360 -16384 +
36984 27146 -
282 -70570 -
24987 -87676 -
25000 88593 -
45388 -69583 +
48974 -93973 +
27491 33716 -
37535 335 +
5084 -70341 -
12928 50471 +
13860 -33206 -
24014 95793 +
17467 -88373 +
24740 -67749 +
3329 -4311 -
44940 -88162 -
13772 18161 -
43498 91669 -
9252 53917 -
33030 26463 +
21530 -64623 -
30851 -81045 +
7062 43376 -
35516 -52585 +
15598 -90392 +
32636 20398 -
41710 -11544 -
44219 -21367 -
24085 -16018 +
3726 39116 -
26809 38713 -
5336 43695 +
42696 67442 -
20006 -84811 +
37751 -27655 +
30851 -59407 -
41077 57769 -
25381 42621 +
29854 4769 -
43590 21012 +
17342 -21341 +
44932 12090 -
33811 98642 +
47561 28412 -
9416 37138 -
13313 71891 -
20604 -82710 -
18665 -8270 -
33364 6440 +
42037 -16683 +
32066 -77538 -
24758 -32086 +
40979 -92319 -
22053 -70104 -
25517 21049 +
36323 42852 -
11527 -53033 -
23905 -90564 -
12892 -31755 -
10786 -27578 -
42212 78295 -
24091 -60796 +
37919 -26514 +
36321 -4398 +
21609 79382 +
17368 60796 -
45146 -24501 +
3159 -66920 +
51462 -37075 +
13315 94110 +
23430 -40387 +
32676 53365 -
10797 -20156 -
2474 -35334 +
34035 28592 +
48114 -2008 +
29547 22814 -
3713 -43625 -
22509 -99047 -
29408 35150 -
3302 17785 -
46357 2845 +
23582 -18057 +
22722 -38355 -
42965 -29019 +
40561 -19570 -
12700 -12778 -
7933 47220 -
3386 91405 -
42154 -98926 -
24772 39375 -
27956 25601 -
47146 -50118 +
5832 95164 -
14426 -61354 -
38031 -64635 -
3486 47512 +
42203 -3720 -
11301 84446 +
40523 -66042 -
46506 -39128 -
14569 34158 -
51012 87994 -
29077 44515 +
1900 -78611 +
30705 -7820 -
10520 39608 -
9738 -39727 +
119 -65397 -
1292 29871 -
779 28539 -
34286 47286 +
41385 -51309 +
14342 -38937 +
49113 -6253 -
23820 -35503 -
7412 -26863 +
24383 -89655 +
48068 79516 +
16058 -6455 +
28019 92221 +
37677 32316 +
47497 -77101 -
20981 -94245 +
46549 2235 -
33137 7019 +
20415 56497 -
25421 8636 +
21795 95790 +
46823 -73928 -
42521 91090 +
44377 21526 -
49141 -97953 +
41051 -28900 -
35347 -19390 -
39856 -27542 -
36757 25305 +
11828 63241 -
13378 22206 +
5729 75039 +
8427 -7926 +
31109 10116 +
44114 81649 -
13161 67848 -
17791 20878 -
11584 32448 -
26515 -22628 +
46023 -83619 -
10599 -5875 -
34619 88237 -
42434 59817 +
48637 -66845 +
17228 55118 -
24386 -96347 -
31422 -26755 -
5372 60786 +
668 -72206 -
25483 12732 +
1679 -51135 -
21165 -44684 +
39357 27346 +
2373 789 -
23996 -28644 +
27108 41505 +
43067 -39115 +
18923 76879 -
43642 -33481 +
12246 -68123 +
28854 94121 +
35353 -61859 -
5899 -25826 -
41479 -83660 -
24883 78658 +
48834 -24288 -
13484 32952 -
35579 50260 +
11258 -57465 +
21043 -48152 -
18331 -93332 -
20290 -88714 -
32028 -74889 -
37972 -68692 -
13007 -38137 +
42995 8648 -
25023 -14109 -
26361 15053 -
48246 -37732 -
3256 -18003 -
32438 88606 -
15653 14240 -
35346 -4571 -
15063 42507 +
39595 40111 +
41312 62866 +
50028 -92995 -
37695 -91385 -
15249 -70639 +
20824 41517 +
36692 -7762 +
21186 -23350 +
26490 -12100 -
40264 -59701 -
41045 20287 +
27011 -70356 -
21657 50287 +
14686 -5691 +
34386 -68851 +
15399 -21036 -
30105 57390 -
6990 59462 -
24947 19698 -
37726 -32101 -
46285 -18928 +
9675 1408 -
6561 -72170 +
4966 -88558 +
39840 50563 -
47645 -14072 -
15117 77666 +
23743 73774 +
11727 -18767 +
22111 -52982 -
45374 6079 -
21749 -15027 -
16831 -77169 +
45756 1919 +
20099 24972 +
2557 -62478 -
34207 -24294 -
33025 29304 +
35159 -21244 +
40651 35027 +
38302 -11698 +
41077 57236 -
14509 9333 +
2614 -62526 +
1042 31649 -
49220 -87574 +
19236 -17644 +
12755 -63147 +
6227 70480 -
10177 -42192 +
7141 20058 +
27582 -90596 -
51552 -86019 -
23169 25973 +
8196 63907 +
44111 -42559 +
50255 11331 +
1764 -36363 +
36714 -97503 -
38213 6799 -
42908 -46840 +
17781 2538 +
9332 51153 -
1478 53608 +
15436 -57872 +
41309 8391 -
26582 30304 +
45905 -39585 +
49487 -52588 -
16834 33157 -
12358 -76700 -
2109 -70596 -
31245 49343 -
21549 -75483 -
5418 -1434 -
7320 30362 -
42042 98341 +
43359 80237 -
41801 40109 -
399 78116 +
29962 70618 +
21951 98671 +
35982 1744 +
10678 16568 -
24931 -33127 +
40869 96822 +
31286 -56974 -
30977 56294 -
36180 19895 -
493 74193 -
46962 -54287 -
4486 -37120 +
21570 68958 -
10627 -14316 -
46053 -92846 +
42350 -108 +
20258 7573 +
44703 -97735 +
10674 43937 -
14373 -97830 -
51288 7484 -
43388 47029 +
35289 39901 +
7148 34484 +
8232 57956 -
3225 32719 +
24149 -51636 +
37594 46079 +
46637 72776 -
5617 -81574 +
29975 -7784 -
31800 -60339 +
37962 6522 -
38448 -8858 -
36329 -39950 -
31981 -4888 +
37613 -49811 +
18999 -2092 -
23263 45817 -
49366 36935 -
23754 94851 +
47199 63779 -
32119 28668 -
10598 -84322 +
3632 28080 +
44419 -31962 -
44366 -26294 +
22311 29094 +
42769 73484 -
34541 -74497 -
26099 -62909 +
40184 -90738 -
40253 99062 -
32159 24145 +
18008 -88959 -
26886 27069 -
23505 -21312 +
10685 8400 -
12606 80637 -
16206 26110 -
20034 14681 -
51421 48069 +
39816 88987 -
49412 6663 +
7365 25843 -
26163 -21963 -
1377 -95895 -
17013 70833 -
3387 84894 -
9430 -98405 +
4396 -52991 -
13300 50543 +
51255 92516 +
12520 -5942 -
14798 2090 -
33867 65315 -
20694 73070 -
14432 -28061 -
24427 93352 -
28625 -99966 -
26436 -90662 +
8748 26060 +
24112 53447 +
16798 -81942 -
5516 31116 +
46730 13809 -
49318 -85135 +
7971 71765 -
50578 77326 +
29274 -56624 -
40598 -85745 -
33053 -87210 -
46905 28650 +
13219 -1421 +
42538 -45077 +
30480 -20027 -
17287 99095 -
40277 -68018 -
29082 86670 -
33175 -67815 +
36322 48280 +
10804 21183 -
4724 -55600 +
18781 -9933 -
18057 67823 -
23781 -19460 -
35706 -91562 -
14492 -73372 +
21583 -46149 +
49924 50931 +
12657 95527 +
23706 72374 -
12111 69892 -
49004 -38896 -
26889 73555 +
37760 -61274 -
51292 28405 +
16762 67441 +
32850 9900 -
25726 -36728 +
1183 5501 -
49868 21634 -
50205 8457 +
10875 78670 +
180 20605 -
47082 91923 +
30486 -93705 -
20151 65310 +
28831 27604 +
49645 -45070 +
50267 79703 +
50205 -60621 +
16602 56555 -
50436 -11302 +
18651 -41254 +
28117 -18680 +
46858 -86546 +
15261 57867 -
10822 -21164 +
28662 52137 +
30864 -15536 +
18979 74926 -
526 11439 +
18351 -86679 -
48753 73268 +
37708 -23684 -
3359 42720 +
35086 55084 -
13905 47260 -
3735 74879 -
20670 67217 -
16192 45333 +
49939 -27168 +
13181 53364 +
23786 -34872 +
23685 -71831 -
33471 23928 -
37924 -70026 +
6331 -75528 -
1286 -64223 -
42828 49892 +
20883 -87396 -
38564 -52590 -
15811 21281 -
20806 -6616 -
13618 -12145 +
19854 40448 +
46510 91064 +
47657 6926 +
48007 -30802 -
46010 -92054 +
50919 45793 -
14786 80942 -
44589 -23664 -
4518 18985 -
31876 93036 +
17250 -47751 -
42005 -9300 -
39259 89740 -
36242 21770 -
29592 -89194 -
24000 32139 +
47621 33533 +
28971 -31596 +
1961 50848 +
39150 49873 -
2222 -65010 +
9448 59074 +
37627 -8642 +
38133 91824 -
44404 15440 -
23811 48431 +
27688 -88925 -
34324 -7596 +
20365 -27705 -
23776 10533 -
13356 4041 -
37210 47529 +
2337 -99108 +
3424 -63275 +
19722 10354 -
26508 -12113 +
5060 22583 -
16508 12549 -
35108 -77570 +
47796 -21278 -
5859 19717 -
27389 46169 +
42253 78674 -
11440 9260 +
24302 -79321 +
37093 -67967 -
11079 11314 -
42513 98757 +
36975 -28566 -
34786 69214 +
22908 49073 -
26692 68351 +
29335 -53462 -
13976 -85434 -
29379 99225 -
32773 -44245 -
802 -56492 +
16171 46314 -
50278 -53826 +
29471 -94278 +
49420 -85352 +
3639 67188 -
10726 -7154 +
42434 979
40523 -52015 -
41990 -33280 -
4131 -20543 -
8790 -92810 -
38934 -54002 +
4581 -33659 -
17912 -31233 +
27468 49423 -
6172 46352 +
245 74811 -
9061 32195 +
34416 -48334 +
15396 -54242 +
6807 -25517 -
6104 19335 -
37762 22796 -
40250 -47638 -
19865 -64779 -
2019 50717 +
17182 -71475 -
14709 39376 +
28115 -19984 -
34963 14103 -
473 -63955 -
20900 -61237 -
37691 53433 -
36837 22382 -
17694 58570 +
17762 -55464 -
25881 -88463 -
7430 60239 +
25112 -28238 +
28976 -51225 +
26770 51602 +
24205 -6005 +
4929 -76139 +
32249 98071 -
28956 -74972 +
24700 -15278 +
3814 67348 +
6526 28528 +
15331 45243 -
37705 -82433 +
9092 -15649 -
2280 -79299 +
9422 -8807 +
30652 92694 -
12096 -16542 -
39006 -14965 -
26386 -55332 -
23243 47158 +
14022 41255 +
35380 81535 -
30350 23023 +
29809 -37377 +
5395 66349 +
16494 -92565 +
15258 -56147 -
30829 53227 -
26738 74703 +
15364 -35680 -
9785 95246 -
10109 94752 +
40511 -42833 +
3695 -57208 +
27975 53204 +
41489 76281 -
13533 -14747 +
20002 37319 -
36206 -27313 +
37080 -73511 +
26066 99516 +
34182 -35495 -
17682 -22481 +
29666 -34177 -
12028 17205 -
13844 73797 -
1694 -38964 +
35174 7322 +
29123 -81300 -
4781 95513 -
3613 -11942 +
2805 83282 -
15537 33780 +
21406 58494 +
23926 -41958 -
27738 83962 -
36902 82849 -
910 -78329 +
11717 -98703 -
22820 96267 -
41375 87551 +
13272 44146 -
41810 71769 -
34132 82742 -
14991 98827 +
14571 39092 -
17398 29029 -
35092 15794 -
35484 -74975 +
23734 -63670 -
10539 -28184 -
4466 -74712 -
21313 -52728 +
22355 -2162 +
13603 93257 -
13392 66458 +
17292 55719 -
5689 61604 +
33197 -79936 +
33193 -73795 -
26225 32684 +
22126 -23552 +
38190 45342 -
31222 43209 +
1846 62582 +
11021 -89402 -
8452 -33881 +
28434 -8850 +
8213 -96646 -
8006 -65409 -
24727 -27541 +
23020 44677 -
19412 -91442 +
30440 -11958 +
11229 57118 -
15306 -11502 -
6967 -47496 -
9561 36294 +
7462 -71211 +
39343 -78105 +
17229 -62944 -
33771 -98738 -
36795 71380 +
30864 -46060 -
10329 38464 -
39476 -23847 -
13352 5732 -
21267 -6685 +
1451 -51351 +
34280 92363 -
22786 -21730 -
40847 -71352 -
35459 5035 -
4858 43665 +
33303 47307 +
21573 -3412 +
40783 59212 -
12087 -94058 +
24298 -2304 -
37310 2110 +
33329 39969 -
5545 49159 -
6924 40103 -
710 33276 +
31850 5744 +
23571 -59212 +
16541 3978 +
19977 -47621 -
18752 -91041 +
38347 -16718 +
9966 28172 +
538 95114 +
32218 -74512 +
8944 -19669 -
41323 81656 -
3376 -35550 +
3123 -16522 +
21434 -6261 -
32681 -65947 +
16261 -5470 +
33977 -9370 +
1353 -33483 -
26350 -20675 +
21756 -63375 -
25840 2159 +
18735 -36437 -
7926 19085 -
13577 17427 +
26866 33959 +
20725 89794 -
25990 -16930 -
37900 -24938 -
16524 30886 +
31619 -19872 -
22469 55609 +
9865 -10888 +
42365 52276 -
16949 94939 -
20824 -14060 -
3838 59368 +
41402 78473 +
30376 -67583 -
17873 -51284 +
5963 -24178 +
13524 92914 +
9191 -67548 -
30087 29480 -
16043 14044 +
24815 -6368 +
1326 31366 -
12057 29916 -
21466 -23093 +
20262 90724 -
13095 28823 +
10160 -33406 +
3829 84199 +
31450 82747 +
32502 60881 -
15919 95598 +
15847 2162 -
19954 -72274 +
13543 78678 +
11948 27981 +
30446 -36898 -
36764 -33012 -
24226 -99297 -
17604 -74084 -
37536 -45468 -
12451 -14922 +
18102 9755 +
25700 -99823 +
37192 -75174 +
31210 -78569 +
5866 -53321 -
33136 -50133 -
7799 94943 -
33451 -77513 -
19935 -60748 +
39639 -40288 -
8496 55321 -
11539 15055 +
7350 -14320 +
11807 -30540 -
11104 -75611 -
7733 -69340 +
24652 87097 +
14360 77926 -
21694 -90371 -
724 44660 -
24601 65644 +
40431 26443 -
32111 -69062 +
3023 71502 +
2356 -29323 -
1065 -28444 +
36504 64099 +
37859 27137 -
34866 -88227 -
3179 8823 -
3244 32543 -
27677 35495 -
35423 -30443 +
24494 -14284 +
26046 70118 -
15236 -65553 -
19656 -76119 -
9801 61201 -
8367 51827 -
5689 -59375 +
33526 -47718 +
6506 -5918 +
17602 66507 -
24441 -15149 -
22657 26659 -
10202 99688 -
24611 -39391 -
32847 -46947 +
17931 19542 -
37041 61776 -
24790 -53424 -
27658 56206 -
7951 -43505 +
15534 -81319 -
35684 41319 -
5097 31786 +
26576 50701 +
22331 -12548 +
35151 55327 +
20772 3938 -
15552 -28794 +
38100 -94537 -
8050 61134 +
40129 -9599 -
6578 52871 -
30916 58374 +
41504 -91680 +
15328 60199 -
33149 53136 +
26746 80602 +
15764 -47253 -
34736 20042 -
20037 61729 +
17842 41718 +
19673 -41482 -
28435 -40072 +
38952 87646 +
19464 -24804 -
12720 22171 +
14334 2664 +
5077 -63863 -
17237 -77918 +
9136 95543 +
34599 -76132 -
41365 7827 +
9317 -83042 +
27203 23108 -
23448 66461 -
27037 -82679 +
41060 51013 +
5809 -2311 +
35184 10007 +
38696 -10306 -
39344 -87445 +
28983 -45021 +
33829 -64900 -
15503 -43431 -
38658 94983 +
36929 -56635 -
7942 -38016 -
32776 92267 -
12462 75234 -
9106 -73339 +
14297 -45708 -
23620 -5817 -
17478 40148 -
13389 96900 +
23519 -6075 +
28049 17198 -
34424 50075 +
7276 47248 -
22332 -11598 +
41850 -87088 +
1023 -72364 +
2975 43151 -
35269 -83417 -
13185 -53566 -
23002 28991 -
1893 98516 -
11219 71674 +
5099 -65316 +
22126 4001 +
20471 78805 -
27962 72221 -
9952 86778 -
12042 93069 -
1684 87133 +
23122 91580 -
31141 -16231 +
21120 -44947 -
36080 -92594 -
33329 89052 -
33083 60057 +
5637 10658 -
31509 -56928 -
35555 -46337 +
19043 19552 -
3388 -83082 -
7261 -76763 -
37385 -25474 +
29840 -4719 -
26457 35576 -
11448 -33802 -
20147 -36144 +
7370 65930 -
18333 45532 +
28799 44193 -
11506 1512 +
39044 88902 +
38425 45401 +
24559 7365 -
10583 5158 -
25379 -19409 -
24849 79510 +
1547 25046 +
40987 64814 -
6543 -6224 +
10329 38840 -
33699 63638 -
27901 73625 +
8700 10588 -
39230 -30543 -
18648 -9254 -
14490 48965 -
10248 -78346 +
5730 10031 +
1399 -92685 +
39159 21380 -
2839 43471 -
11013 46978 -
7770 27173 -
7510 63642 +
41977 88156 +
31177 -74219 +
10649 -38319 -
27728 -58896 +
27845 -62635 +
25744 14375 -
8775 -12307 +
34031 -68601 +
21146 32579 +
34255 95726 +
9667 38212 +
4871 -43825 -
30024 -81640 +
13593 6641 +
12418 11971 -
34589 11624 -
21161 -90460 -
20967 -5486 -
1678 -4891 -
7305 35805 +
2647 -84637 +
24640 84753 +
18883 -7923 -
42201 -85078 +
18390 33853 -
4563 -64653 +
41983 32652 +
1939 -94853 -
12000 -16202 +
20356 -24589 +
20200 12006 -
12490 382 +
31259 -71652 -
7282 -90443 +
40768 -73321 +
26914 62787 -
10972 19598 +
31381 -43767 -
16903 34369 -
6814 73657 -
28985 -35147 -
20251 64026 +
22632 -63970 +
37488 59412 -
38439 -90285 -
16345 13903 +
15741 14294 +
10594 -70201 +
35589 -98215 -
39025 -63408 +
38488 -20895 +
30762 -46569 +
33421 82583 -
33006 64897 -
31616 -73067 +
14194 2571 -
12661 37711 -
28760 -61637 +
21087 -84944 -
9084 -54697 -
9349 70764 -
40194 87107 -
40994 23662 +
3946 48965 +
288 22216 +
14058 -78949 -
15858 -32733 -
22418 35831 +
30362 19351 +
23874 -68339 -
38473 -61659 +
32139 5158 -
41429 -93810 +
4509 -34953 +
16457 -69260 +
24594 -37983 +
25147 8403 -
13775 -21702 -
37661 -82111 -
7319 51428 +
26268 82404 -
19525 91456 +
23934 -2265 +
37852 58173 -
6642 -42860 +
12743 -73051 -
28582 -76749 +
28114 37168 +
23916 37002 -
25613 89451 +
1083 -79853 -
41447 22812 +
31792 -24360 +
950 15412 -
10880 -15294 +
11361 43277 +
25398 22893 -
33640 4731 +
39828 -48767 -
14035 -73475 +
10152 -78668 +
12508 15973 +
9023 -87753 +
38669 99078 +
8095 20875 +
15952 90035 +
6009 -49233 +
11534 -73536 +
27021 -13481 -
39103 -89327 -
16122 79866 -
2362 97303 -
28434 68475 -
737 82744 -
41681 -59693 +
27103 -19693 +
447 7454 -
11083 -83341 -
31269 -70933 -
29598 79220 -
23395 71419 -
42010 10813 -
11938 -405 -
37992 26104 +
19524 20102 +
18662 17325 +
23483 -67454 +
35450 -89139 -
38841 -74177 -
37761 71902 +
20716 -44329 +
16935 57665 +
16182 8349 -
40855 50093 +
26200 75389 +
12832 67716 +
31190 17724 -
17945 28583 -
11625 -10047 -
15017 95170 -
15564 -66405 -
17891 85453 +
2504 -62006 -
5520 -39854 -
4482 -66291 -
534 -25581 +
21665 48424 +
22309 14928 +
14171 -36464 +
39529 55070 +
40433 83784 +
35897 -64150 +
42342 7090 +
6225 80736 -
33253 -42438 -
10148 47583 +
6645 -95244 +
29311 -49687 +
18606 -73827 +
20903 -79031 -
2131 -41725 +
3124 92069 -
33205 30506 -
16244 67718 +
454 -33172 -
22067 32483 -
346 53102 +
27890 15228 -
8880 -27103 +
7714 -39764 -
7879 82277 -
32339 -34833 -
34789 42950 +
11223 -85104 +
28279 29417 -
23277 53546 +
19504 -13316 -
9332 66784 -
7723 -24591 +
41708 -32741 +
11563 -21546 -
9283 -95164 +
28713 -99072 -
14382 -65462 -
15345 20563 -
29941 52254 -
18201 96930 -
19886 -47676 -
39968 -45577 -
2449 45443 +
32154 26063 +
9868 -92801 +
12342 -65109 -
32781 -62681 +
12434 -18472 -
29463 -27669 +
2164 5596 -
11065 -93569 -
25534 10733 +
24102 -94135 +
10411 86007 +
1706 -87756 +
31435 36966 +
14787 73206 -
31600 -45404 +
17295 4873 -
12030 -40491 -
31473 50286 -
22553 -46515 -
20894 -35687 -
37163 -63540 +
19222 70028 -
26263 39386 +
26470 1674 -
35747 -71304 -
12034 33771 -
31211 -42230 -
1898 -16287 -
10220 -43685 -
33559 36902 +
38070 -1207 +
22455 -22276 -
41628 -69577 -
37518 38149 +
14917 -62457 +
3499 -12586 -
14033 41672 -
2109 73092 +
16642 -86951 -
19082 -58147 +
31288 -7821 -
24089 -19186 +
23203 -85738 -
4651 -51776 +
37339 -42141 -
9464 -81917 +
4237 94197 -
13327 6299 +
22634 81757 +
8053 45821 +
18272 -75904 +
3032 -87154 -
34841 92750 +
30220 20011 +
32576 -82394 -
782 -98980 -
5450 90859 +
31699 -16504 +
28504 -7314 -
38614 30062 -
29616 32394 -
25657 -54738 +
20215 -99152 -
31927 57930 -
9666 -6687 +
33092 45198 +
11741 64899 +
37928 -60551 +
30678 36317 +
31439 44559 +
26313 -34179 -
13144 -23763 -
27739 30818 -
24102 53852 +
36177 86156 -
27475 54348 -
8423 59415 -
13566 15923 +
35180 -23482 -
28128 -46202 +
2452 95857 +
33959 -53992 -
9107 41957 +
27675 -1252 -
37885 -18438 +
19062 -477 +
2929 -78859 -
40304 92883 -
35242 8825 -
13547 19080 +
29569 97912 +
26550 -72023 -
34748 -73600 -
14001 -1026 -
32053 -67049 +
25748 -92193 +
18973 23916 +
19000 -6236 +
20711 -96854 -
2773 -33041 +
27699 -57404 +
19423 75101 -
35338 -45918 -
14536 -12440 +
26656 98477 -
17689 18111 -
19506 -91541 +
10559 -54637 +
23102 5840 +
33806 -51573 -
11438 -54116 +
28445 -67974 +
465 7102 -
12728 -41404 -
22900 -40710 -
1585 -22757 +
2421 22230 +
7551 -54090 +
28599 58491 -
40813 -21050 -
10885 -80259 +
19283 90915 -
21787 -25011 +
32456 -30328 -
33237 74110 +
7243 10061 -
20472 -21551 +
21682 44214 +
27356 -60033 +
18360 29838 +
1717 79456 +
34073 72225 -
11567 54972 -
40533 -96508 +
13522 -75763 +
34614 -85195 -
29007 76817 +
40805 68172 -
9612 -39850 +
10221 -92039 -
15123 41874 -
14317 -38515 -
39721 -70372 -
10578 -52686 -
41758 7661 -
35056 84738 +
22658 -30531 +
23341 -13260 +
37752 8503 -
34625 -97875 -
26753 19497 +
9787 -87649 +
8663 79728 +
37858 -88820 -
35509 -83013 +
12349 -74793 -
5395 28577 +
36482 25711 +
9691 -62545 +
11556 49997 +
38575 -53574 +
17892 -99420 -
40160 -36438 +
34159 7366 -
19824 -49346 +
35196 -7688 -
30935 91380 -
5821 70381 -
28804 -57698 -
27839 26664 -
39907 51989 -
34829 -54856 -
31367 5832 -
1699 -606 +
1541 -62574 -
13354 -89839 -
1665 -95784 +
27081 -50119 -
4568 97552 +
36462 -43605 +
25373 45575 -
9392 -24107 +
19146 59801 +
5840 46506 -
40172 42524 +
3152 82007 -
34996 -68218 -
18200 -90898 -
4536 -61451 -
31918 -87873 +
15654 -71185 +
12426 -713 +
19166 -29084 -
28392 28464 -
13001 69603 +
7710 -53805 -
40270 39759 +
39116 -16764 -
11280 -19661 +
39638 -87885 +
3683 -88661 -
2769 6299 +
9300 -25946 +
2974 -7210 -
35569 85908 +
31789 64693 +
35183 86995 -
31217 37088 +
41467 -67262 -
18282 -19280 -
24131 52056 -
5956 97112 +
16753 -55003 -
34696 22619 +
33274 3407 +
11063 -74999 +
30135 47557 +
29652 21702 +
37203 4683 -
29631 -74790 -
18024 -65972 -
27454 92021 -
17365 -49838 -
18657 47892 +
18303 34702 +
2579 28376 +
36709 36169 -
18115 9424 +
31140 -26344 -
13877 -37357 -
30146 97086 -
16262 54039 -
19659 61682 -
31352 88073 -
41443 -67793 +
34437 -5968 +
12732 6060 +
29947 83922 +
2011 33840 +
20558 53401 -
40995 -97457 +
17515 51307 -
15345 -74679 +
2955 -66313 +
30804 -94277 +
42238 28725 +
15576 -91055 +
5353 -89352 +
12535 -62690 +
33565 80401 -
1810 -61178 -
39822 -68063 +
18160 -77193 +
29759 -93373 +
18106 20051 -
17609 -40645 +
20458 -13837 -
11351 -60034 -
25061 81015 -
37440 -83677 +
15213 24177 -
6131 -10823 +
32236 56639 +
37030 -62892 -
32115 57443 +
24896 -15695 +
36822 64934 +
3823 24877 +
10747 -71340 +
37057 41099 +
27596 -48660 -
39193 -69999 +
4356 -11512 +
9641 32662 +
2218 -67255 -
12957 -85609 -
33943 71746 +
38794 -61584 +
24105 -85612 -
34678 97405 -
33833 -52335 -
40914 -8201 +
26231 -58604 +
15440 -16562 -
36307 91815 +
5935 -38064 -
36414 19057 +
42227 41718 -
40515 -15659 -
32882 13293 +
18359 -26840 -
41307 16067 -
5292 21788 +
7508 -37846 +
31237 -31142 +
41738 31810 +
33854 61053 +
1264 19236 -
15450 99703 +
25949 -55002 -
2867 79942 +
20438 98607 +
9461 18148 -
31724 -44830 +
38786 -2878 +
9704 7215 +
33323 -37696 -
13609 -16323 +
2275 -85342 +
17758 -31253 -
24749 -72215 +
572 5534 +
27181 25220 +
18323 113 -
27086 83830 +
36503 -73476 +
7617 -59128 -
31837 -89747 -
11306 20210 -
30406 815 +
40018 41563 +
14209 -89493 -
3438 3237 +
12093 16751 +
20643 -60030 -
5150 -42145 +
35618 42517 +
34520 -28345 -
24862 14337 -
23465 46146 +
13051 67125 -
10704 78976 -
19224 -5678 -
26702 27448 -
19872 -17710 +
29205 -515 +
24103 8421 +
8849 -49260 +
16377 22076 -
16731 24437 +
34720 -43975 +
31494 46229 +
7874 -36624 -
37094 34378 -
31233 -60534 +
26463 -48136 -
31741 -35301 +
38635 13796 +
37885 -62614 +
27932 -81707 -
26465 -17558 +
25696 -56425 -
32974 -26858 -
28023 73062 -
34094 -10136 -
34783 -17570 +
38758 -13637 +
94 58278 -
7843 -83498 +
2800 20983 -
41335 32925 -
14979 -33624 -
31491 -15330 -
24191 -23276 -
23012 -47412 +
40024 -97997 -
21621 73349 +
6489 30451 -
16342 50096 +
25347 -82343 -
1832 -65433 -
1443 -25536 -
8927 96301 -
24912 75879 -
16243 -20962 +
23817 26061 +
41365 42394 -
11128 -84365 -
466 13245 +
11975 94643 -
13629 -39254 +
31733 -25822 +
42141 -19705 -
22496 -75701 -
39902 -86568 +
17969 -31034 -
36295 -48234 +
658 59283 +
13225 -35811 -
18540 40514 +
19221 49397 -
4493 -98038 -
6027 88043 -
8282 17026 -
6816 62858 -
6304 69307 +
24277 66605 -
57027 609
15208 -48338 +
11829 55478 +
27906 -47886 -
35511 14073 +
5437 -79178 -
3578 -42766 -
24880 27129 -
46661 -15419 -
15487 52953 +
5446 -5197 -
26850 -80724 -
36286 73979 -
33599 -24967 -
29716 6855 +
42984 29324 -
5546 74143 +
28606 -27331 -
5016 9186 -
31047 83603 -
56660 -58629 -
43658 86534 -
55000 -69397 -
10739 -87559 -
24440 96499 -
29079 -63649 -
36334 -74775 -
36695 -27718 -
34037 -28225 -
12515 -17755 -
17689 -40365 -
55359 16000 -
40864 -10482 +
51238 26935 -
33141 25501 +
22968 -22325 -
49524 75211 +
49916 -87041 -
31089 285 +
45163 12722 -
3986 69810 +
43506 -77865 -
26662 23474 +
9894 -60401 +
40287 -37361 -
25098 -73245 +
23397 38846 +
35893 -93376 -
17296 9710 +
12196 51995 +
808 -87860 -
21884 32454 -
22529 38754 -
31550 -39724 -
13349 72279 +
15495 -46629 -
17115 -30254 +
54851 15054 -
38320 60631 +
36904 -40458 +
7571 -99574 -
46408 86134 -
36538 -37718 +
16229 -31618 +
37196 -280 +
28505 -73336 -
38191 -42205 -
42572 -89211 -
38467 -74066 -
35988 22081 -
15647 51764 -
179 -8746 -
27053 -9367 +
34041 7101 +
48071 4414 -
42476 59817 +
23269 23944 +
19058 18644 +
33576 -19260 -
15303 23087 -
36190 -27063 +
42633 4907 +
8582 40310 +
47805 -17608 +
12528 90941 +
26665 43584 +
2556 83363 +
41723 -7365 -
44508 -46464 +
56438 161 +
47966 21486 -
50568 15798 +
31038 -4564 -
11084 34444 -
12761 -58988 -
2698 63397 -
42680 50823 -
16648 13790 +
21813 -40293 -
5349 46547 +
35374 -83903 -
42212 81379 +
47857 -96391 -
53253 -19702 +
33255 -15722 +
24927 99011 +
43436 7889 +
16732 77129 -
3252 5973 -
51532 -24826 -
40527 20541 +
19443 39067 -
28985 -21280 +
16100 42029 +
45574 23614 -
26065 -27492 +
43590 60535 -
38946 -13869 +
19672 21669 +
41629 -43146 +
8210 24597 -
2843 61273 +
16753 70157 +
27467 -13885 +
29027 -88112 +
5864 12589 -
22737 -54446 -
17918 40979 +
41899 -78054 +
46844 -5239 -
25203 92878 -
3558 -7783 -
3084 -91834 -
44036 -10144 +
27886 86147 -
22372 -43815 +
40305 -12039 -
41415 11576 -
25450 76253 +
51720 79581 -
45688 69304 +
11039 -97718 +
52421 -24352 +
20127 42194 -
29188 57742 -
8859 -8382 +
8936 90031 +
26602 -23135 +
32952 25046 -
32918 89436 -
6754 -28649 -
21886 -28646 +
35150 -1191 -
47271 23314 -
32747 9875 +
2250 -51036 +
55507 -65556 -
31334 -49673 -
37702 18279 -
29134 95117 +
51932 -8902 +
29509 12330 -
52460 -34093 -
25882 37706 -
